,Planet Name,Full Phase Curve Noise Estimate 1.1-1.1566667um,Full Phase Curve Noise Estimate 1.1566667-1.2133333um,Full Phase Curve Noise Estimate 1.2133333-1.27um,Full Phase Curve Noise Estimate 1.27-1.3266667um,Full Phase Curve Noise Estimate 1.3266667-1.3833333um,Full Phase Curve Noise Estimate 1.3833333-1.44um,Full Phase Curve Noise Estimate 1.44-1.4966667um,Full Phase Curve Noise Estimate 1.4966667-1.5533333um,Full Phase Curve Noise Estimate 1.5533333-1.61um,Full Phase Curve Noise Estimate 1.61-1.6666667um,Full Phase Curve Noise Estimate 1.6666667-1.7233333um,Full Phase Curve Noise Estimate 1.7233333-1.78um,Full Phase Curve Noise Estimate 1.78-1.8366667um,Full Phase Curve Noise Estimate 1.8366667-1.8933333um,Full Phase Curve Noise Estimate 1.8933333-1.95um
342,Kepler-18c,2.4620200796047478e-05,2.549163968611023e-05,2.640636447116041e-05,2.7360161261995964e-05,2.8349581181666485e-05,2.9371732055534448e-05,3.0424358676219058e-05,3.1505510825228245e-05,3.261345538102829e-05,3.374686658272097e-05,3.4904529550756174e-05,3.608529559641355e-05,3.728833166986173e-05,3.8512820850581625e-05,3.97579351450893e-05
343,HAT-P-68b,4.297584705683616e-05,4.4097957302970064e-05,4.531274859464672e-05,4.660882961087457e-05,4.797707884526298e-05,4.941003630320699e-05,5.090185771748967e-05,5.244762285157161e-05,5.404309456307985e-05,5.5684964083995495e-05,5.7370304076498086e-05,5.909645568602305e-05,6.0861406875073956e-05,6.266327568903938e-05,6.450024807009116e-05
344,TOI-1807b,1.5980159606430228e-05,1.644243687950515e-05,1.6937009816393823e-05,1.7460143817007395e-05,1.800883100807487e-05,1.8580595152893315e-05,1.9173497945552204e-05,1.978589610220416e-05,2.041636278701486e-05,2.1063789393318946e-05,2.1727186100909016e-05,2.2405644255664093e-05,2.3098483753418482e-05,2.3805060504380084e-05,2.4524745159078438e-05
345,HAT-P-17b,6.139768186558059e-06,6.3513916686784045e-06,6.5740156094878286e-06,6.806538901123139e-06,7.048062672501588e-06,7.29783539764916e-06,7.55527062850173e-06,7.819862863025997e-06,8.091164558921642e-06,8.368832465765147e-06,8.65255336745818e-06,8.942032508572216e-06,9.237055028461114e-06,9.537411403987646e-06,9.842890486786182e-06
346,HATS-45b,3.926905525599837e-05,4.0981959761270187e-05,4.275468046249781e-05,4.4582912107238636e-05,4.646302615456181e-05,4.83918753345018e-05,5.036703067054826e-05,5.238631364186444e-05,5.4447706255293156e-05,5.6549710722380996e-05,5.869088909718021e-05,6.0869812208625195e-05,6.308549895691074e-05,6.533692810156595e-05,6.762300316366342e-05
347,TOI-1728b,1.408280163456951e-05,1.4336436775205149e-05,1.4626921899406712e-05,1.4949048795251343e-05,1.5298705404593656e-05,1.5672580952046406e-05,1.6068080748559548e-05,1.648305567544446e-05,1.6915690029563514e-05,1.7364551517581087e-05,1.7828399280899037e-05,1.8306133830744288e-05,1.8796902850940393e-05,1.92999315824279e-05,1.981449692792759e-05
348,HAT-P-3b,1.7672185706686102e-05,1.827085629660458e-05,1.8901580279754678e-05,1.956109373736485e-05,2.0246736474300953e-05,2.095628845031561e-05,2.1688016513979105e-05,2.2440429697804352e-05,2.3212211039267974e-05,2.4002348852785785e-05,2.4809922370975658e-05,2.5634067622710754e-05,2.6474152828101476e-05,2.732956402973359e-05,2.8199684713082652e-05
349,WASP-95b,1.1151492337916447e-05,1.1591253200135191e-05,1.2049175855142442e-05,1.2523715919877221e-05,1.301359310797129e-05,1.3517717812586127e-05,1.403524393054992e-05,1.4565427996353086e-05,1.510759702275363e-05,1.566124295849546e-05,1.6225890505760692e-05,1.6801079954838012e-05,1.7386486098480505e-05,1.7981781290627707e-05,1.8586624399713633e-05
350,HATS-31b,3.196106906987591e-05,3.327243902144629e-05,3.463446668592291e-05,3.604309608146678e-05,3.7494945090517196e-05,3.898711585636022e-05,4.051736285761222e-05,4.208369853537585e-05,4.3684308790987575e-05,4.5317832400779496e-05,4.698298400079542e-05,4.867850797598075e-05,5.040352575602647e-05,5.2157141601301e-05,5.393841220369299e-05
351,KELT-19Ab,8.723006000417827e-06,9.15009717771531e-06,9.589682609383403e-06,1.0041065500169839e-05,1.0503641959305576e-05,1.0976871545736196e-05,1.1460341672522742e-05,1.1953669734663751e-05,1.2456488345566656e-05,1.296853194170046e-05,1.3489535166428399e-05,1.4019223607349558e-05,1.4557416875052143e-05,1.510391803318993e-05,1.5658506608017318e-05
352,WASP-87b,1.8026358087276512e-05,1.8812662463076907e-05,1.9626425308674673e-05,2.046567030908895e-05,2.1328731792005306e-05,2.2214165011299185e-05,2.3120854951595873e-05,2.40478015685488e-05,2.499407850762684e-05,2.5958998212920547e-05,2.6941900599067657e-05,2.7942129608792822e-05,2.8959234870772033e-05,2.9992747587212703e-05,3.1042164422303665e-05
353,Kepler-447b,1.5685313811214776e-05,1.6261163619743092e-05,1.686388164641713e-05,1.749095863676008e-05,1.8140332875920417e-05,1.8810267659438292e-05,1.9499410378249372e-05,2.0206585655131507e-05,2.093074305653846e-05,2.1671082241201292e-05,2.242686515103507e-05,2.3197389029016495e-05,2.398214810620149e-05,2.4780642254191392e-05,2.5592360274883956e-05
354,Kepler-1656b,4.9022155828003185e-06,5.09179648089957e-06,5.289471039107761e-06,5.4945319115983355e-06,5.706394248484243e-06,5.924561808837214e-06,6.148648900446589e-06,6.378317726563781e-06,6.613263656338326e-06,6.853256090734776e-06,7.098080203889568e-06,7.347529158852291e-06,7.601455900476423e-06,7.859713074077731e-06,8.122148071258935e-06
355,TOI-4010c,1.7681486028658145e-05,1.8239430716749257e-05,1.8831077137760477e-05,1.9452769891052677e-05,2.0101547169926518e-05,2.0774953874760688e-05,2.1471070550215773e-05,2.218825791351818e-05,2.2925080270003438e-05,2.3680428353497692e-05,2.445330216791584e-05,2.5242773495059568e-05,2.6048155654823403e-05,2.6868789810521974e-05,2.770402317152776e-05
356,HATS-55b,3.761579981938336e-05,3.920082386360542e-05,4.084442311863402e-05,4.2542110403186796e-05,4.4290127632960676e-05,4.6085238602935997e-05,4.792493968589454e-05,4.9807002807094705e-05,5.172938188192592e-05,5.369054850865514e-05,5.5689049533880356e-05,5.772345515304305e-05,5.979277285469234e-05,6.189598193868294e-05,6.403199869904078e-05
357,Kepler-450b,7.967545650390894e-06,8.30285751310273e-06,8.65058653602792e-06,9.009779458874614e-06,9.379638081846449e-06,9.759475218214383e-06,1.0148759196587937e-05,1.054701698714464e-05,1.095381432612813e-05,1.1368826752491368e-05,1.179174588207296e-05,1.2222268391364384e-05,1.2660183644716009e-05,1.3105275114564904e-05,1.3557312997314577e-05
358,K2-155c,8.259418098875669e-06,8.445653564686533e-06,8.651266452861273e-06,8.873709471241905e-06,9.110956319836086e-06,9.361362013802692e-06,9.623637218412357e-06,9.896704851059661e-06,1.0179645798045464e-05,1.047173861429621e-05,1.0772351424955006e-05,1.1080917066378068e-05,1.1397001240523866e-05,1.172020326987646e-05,1.205014281314317e-05
359,WASP-13b,1.192196374314217e-05,1.240267617361331e-05,1.2902509676178994e-05,1.3419891010322249e-05,1.3953511802812982e-05,1.4502254445337715e-05,1.5065252074652105e-05,1.5641739949518943e-05,1.623102268424893e-05,1.6832577051540067e-05,1.744591106082836e-05,1.8070546256913897e-05,1.8706146198985095e-05,1.9352369706635122e-05,2.0008859316121924e-05
360,WASP-58b,1.711751422543847e-05,1.7788642739452268e-05,1.8487762358142514e-05,1.921247307577635e-05,1.9960786881230668e-05,2.0731013399802923e-05,2.1521839653972557e-05,2.233211308405308e-05,2.3160791572407816e-05,2.4007087753884148e-05,2.4870265962292226e-05,2.5749615635676806e-05,2.6644633347951535e-05,2.7554812729882828e-05,2.8479627411405866e-05
361,WASP-119b,2.4810304484174566e-05,2.5753746246575343e-05,2.6738639616675888e-05,2.776127946134334e-05,2.881860884671946e-05,2.9908040393007253e-05,3.102756166116503e-05,3.217541482960612e-05,3.3350019529738304e-05,3.4550176795321675e-05,3.577477352242256e-05,3.702274201969095e-05,3.8293320048520523e-05,3.958574723434433e-05,4.089923955874294e-05
362,HAT-P-52b,4.397852755571141e-05,4.5444770522444955e-05,4.6991684379002896e-05,4.8610929014333564e-05,5.029571657044039e-05,5.2040391510477016e-05,5.3840536995946224e-05,5.569236003017509e-05,5.759251713669968e-05,5.9538436260507664e-05,6.152778186208387e-05,6.355836813663361e-05,6.562859224164092e-05,6.773690131873107e-05,6.988174099586511e-05
363,WASP-4b,4.050792412681902e-05,4.1997523043411816e-05,4.3556429069920437e-05,4.5178182208500404e-05,4.6857473659882396e-05,4.8589830556251255e-05,5.0371769466898573e-05,5.220026269678255e-05,5.407260367689522e-05,5.598673062243846e-05,5.794074162922103e-05,5.9932825162808506e-05,6.196167794586658e-05,6.402601072950187e-05,6.612450520962636e-05
364,HATS-5b,2.264022890705285e-05,2.3432994567868406e-05,2.426587172849201e-05,2.513491028631972e-05,2.603688073651937e-05,2.69690782251662e-05,2.792939294886591e-05,2.8916002872102698e-05,2.9927291309862354e-05,3.0962020218884834e-05,3.201905708545629e-05,3.309733318884404e-05,3.4196071826379204e-05,3.531451309773501e-05,3.6451888623175254e-05
365,Qatar-7b,4.139349740779856e-05,4.318318563461584e-05,4.503627505052704e-05,4.6948126494322536e-05,4.891483658588272e-05,5.0933026172418394e-05,5.300008562703056e-05,5.511367924873552e-05,5.727164841180459e-05,5.9472388221312874e-05,6.171436186329185e-05,6.399604594802119e-05,6.63163916322154e-05,6.867431063154093e-05,7.10686378938619e-05
366,WASP-114b,4.171031891916275e-05,4.3389127738635195e-05,4.513491608348839e-05,4.694215792459515e-05,4.880625880487896e-05,5.0723295355148286e-05,5.269022415656602e-05,5.47043612138685e-05,5.6763266865467474e-05,5.886510493700769e-05,6.1008149603549414e-05,6.319072327711331e-05,6.541164572174502e-05,6.766972072101014e-05,6.996369561647053e-05
367,55Cnce,2.552026723816482e-06,2.6396954000538914e-06,2.7319473413219955e-06,2.828322228583321e-06,2.928444406108389e-06,3.031999910326596e-06,3.1387437205274795e-06,3.2484647181382515e-06,3.360976076156151e-06,3.4761344590410623e-06,3.5938091399684725e-06,3.7138771676281143e-06,3.836248861503834e-06,3.9608368283728025e-06,4.087553058777129e-06
368,WASP-160Bb,2.96127775724045e-05,3.0648031799312554e-05,3.173581060592517e-05,3.287093274483519e-05,3.404916282435162e-05,3.526695415927394e-05,3.6521540187079324e-05,3.781053216017336e-05,3.913181103558882e-05,4.0483753810165105e-05,4.1864876204072965e-05,4.3273777945809135e-05,4.4709441058864095e-05,4.617086992668196e-05,4.765705817275332e-05
369,WASP-142b,4.463105406089048e-05,4.644976690535888e-05,4.8339547775401704e-05,5.029464430477429e-05,5.231026493815287e-05,5.4382309215544515e-05,5.650759849095264e-05,5.868332300278902e-05,6.090692204644204e-05,6.317647205952715e-05,6.549015973226321e-05,6.784621688234119e-05,7.024340384897863e-05,7.268045944505125e-05,7.515605820781744e-05
370,HATS-29b,2.4572292371887396e-05,2.5510651810848285e-05,2.6489942513704127e-05,2.7506526165368e-05,2.855739937331833e-05,2.9640018523096652e-05,3.07524055658377e-05,3.18928315773479e-05,3.305974098837341e-05,3.4251954293419095e-05,3.546837552056679e-05,3.6707952433130694e-05,3.796993459292219e-05,3.9253572565721376e-05,4.0558092766862836e-05
371,K2-140b,2.095424051306224e-05,2.173986521049636e-05,2.2560851286262024e-05,2.3413980175201547e-05,2.4296600941619785e-05,2.520647428365313e-05,2.61418575072115e-05,2.710123166828099e-05,2.8083234529714048e-05,2.908683077565921e-05,3.0111061897520438e-05,3.1155011277974474e-05,3.2218022349516717e-05,3.329944251575832e-05,3.4398601296518536e-05
372,WASP-50b,2.634974180999763e-05,2.729554633872736e-05,2.8287217680726236e-05,2.9320359119944767e-05,3.039136694385226e-05,3.14972140933489e-05,3.26355412013379e-05,3.3804304298202843e-05,3.500168314284244e-05,3.62262873812463e-05,3.7476839945309965e-05,3.875213018600557e-05,4.0051282613741904e-05,4.1373436020261724e-05,4.2717714766826826e-05
373,TOI-431b,9.638515106741903e-06,9.930882788945836e-06,1.0242123927818472e-05,1.0570127586254896e-05,1.0913188268164e-05,1.1269896893651004e-05,1.1639151134237468e-05,1.2020012870669023e-05,1.2411663884183408e-05,1.2813470270923524e-05,1.322486320747354e-05,1.3645317489732234e-05,1.4074442392117784e-05,1.4511865362713738e-05,1.4957219710277337e-05
374,TOI-172b,1.0148618322703741e-05,1.053412000397126e-05,1.0936590203497787e-05,1.1354510084790907e-05,1.178662669169629e-05,1.2231879687576928e-05,1.2689444316511931e-05,1.315860029112834e-05,1.3638700160393632e-05,1.4129252660305133e-05,1.4629801805386744e-05,1.5139910315350166e-05,1.5659265930346683e-05,1.6187557240644476e-05,1.672446324132399e-05
375,TOI-2076c,2.2176353389764183e-06,2.292804443575103e-06,2.3719941950565336e-06,2.4547954108299193e-06,2.540874576930575e-06,2.6299533457098397e-06,2.721814418480165e-06,2.8162708488961195e-06,2.913157495852871e-06,3.012347505211587e-06,3.113725413136849e-06,3.2171828676325855e-06,3.3226406443759943e-06,3.4300217452187964e-06,3.5392488422343967e-06
376,WASP-90b,1.6168393729706433e-05,1.6871699441297715e-05,1.7599676004368018e-05,1.835053844365481e-05,1.9122783156113305e-05,1.991510676426465e-05,2.07265031499499e-05,2.1556070530216665e-05,2.2402974179340708e-05,2.3266594215908392e-05,2.414633601007718e-05,2.504160905628912e-05,2.5952007608033013e-05,2.6877109743368e-05,2.7816462873660092e-05
377,TOI-269b,2.4329154639498242e-05,2.453959760657574e-05,2.4829774190379497e-05,2.5187042692111454e-05,2.5601553602369985e-05,2.6065488549853217e-05,2.6572733016016577e-05,2.711829432616566e-05,2.7698023038320473e-05,2.8308626152644356e-05,2.8947300503237795e-05,2.9611613550729697e-05,3.0299645808620074e-05,3.100969304030951e-05,3.17402077724529e-05
378,HAT-P-50b,2.353327199894136e-05,2.4534951587840216e-05,2.5573037816442686e-05,2.664479037303891e-05,2.7747910153018372e-05,2.8880413322200587e-05,3.004076614769126e-05,3.1227600722039154e-05,3.243965780048634e-05,3.367599843520874e-05,3.493572746009387e-05,3.621796157285625e-05,3.752208955202336e-05,3.884748065915246e-05,4.019346307880469e-05
379,TrES-1b,1.869884236096937e-05,1.934047581345883e-05,2.0015717826303942e-05,2.0721189135100384e-05,2.145413228904477e-05,2.2212242958634927e-05,2.2993722766988422e-05,2.3797022370262973e-05,2.462077090237406e-05,2.5463916510516443e-05,2.6325500033158518e-05,2.720461953148213e-05,2.8100616996282674e-05,2.9012851346240767e-05,2.9940677130426414e-05
380,WASP-106b,1.2312366438587295e-05,1.2817973420911794e-05,1.3343084155831491e-05,1.3886139164629943e-05,1.444583788844723e-05,1.5021065815309658e-05,1.56109593628376e-05,1.621475402922919e-05,1.6831751902472798e-05,1.7461429370660914e-05,1.8103291898396285e-05,1.8756856288475925e-05,1.9421784524518184e-05,2.0097731892644662e-05,2.078433528096064e-05
381,K2-266b,3.261648987310163e-05,3.336519816774021e-05,3.418968910550528e-05,3.508007176853025e-05,3.6028472557041805e-05,3.702849443672201e-05,3.807512356773427e-05,3.916416800095811e-05,4.0292047089230044e-05,4.14559517373686e-05,4.2653418959536205e-05,4.388223519817044e-05,4.5140707560559485e-05,4.642727191341855e-05,4.774044105207e-05
382,TOI-201b,1.6975703523371292e-06,1.7710395524035536e-06,1.8471072434935267e-06,1.9255836392489937e-06,2.0063090239371763e-06,2.0891451022293384e-06,2.1739850801074236e-06,2.260733351428567e-06,2.3493015355731354e-06,2.439623935764165e-06,2.5316376241011105e-06,2.6252802038929696e-06,2.7205087294813102e-06,2.8172786244224853e-06,2.91554215223136e-06
383,WASP-88b,1.5057067943944233e-05,1.5712123642929697e-05,1.6390152460969963e-05,1.7089492690900727e-05,1.780874452911861e-05,1.8546694538231308e-05,1.9302406037307156e-05,2.0075039452336055e-05,2.086381761231981e-05,2.1668163392518086e-05,2.2487523155436096e-05,2.3321347080444096e-05,2.4169257393850718e-05,2.5030861241876246e-05,2.5905737197328424e-05
384,HATS-39b,3.3657580167954504e-05,3.5149935055162685e-05,3.669304925122314e-05,3.8283382998222315e-05,3.991794317122782e-05,4.1594123975608935e-05,4.3309916868753055e-05,4.5063513197100896e-05,4.685323017167559e-05,4.867782287126387e-05,5.05360901995125e-05,5.242683233995292e-05,5.434923021598207e-05,5.6302426047294657e-05,5.828549375459196e-05
385,WASP-168b,2.0076736176557518e-05,2.089344204293325e-05,2.1742154715705867e-05,2.2620276444328018e-05,2.3525643953487355e-05,2.4456406548241995e-05,2.5411129444548113e-05,2.6388544786335224e-05,2.7387497533572132e-05,2.8407119798758093e-05,2.9446593783637736e-05,3.050512239934049e-05,3.1582146535962065e-05,3.2677097679722945e-05,3.378937864844294e-05
386,HD2685b,7.948352740087142e-06,8.310893552912357e-06,8.685225988101773e-06,9.070574093343937e-06,9.4662777134269e-06,9.871758122946012e-06,1.0286570305603413e-05,1.0710310540579224e-05,1.1142600133487076e-05,1.1583160608703038e-05,1.203172084176734e-05,1.2488007497830876e-05,1.2951835854676055e-05,1.3423010314378686e-05,1.3901317605383026e-05
387,K2-237b,2.2673569806663646e-05,2.3650095629080767e-05,2.4661434886041044e-05,2.570502206715803e-05,2.677870011599305e-05,2.78806032100667e-05,2.9009290027546107e-05,3.0163471684860498e-05,3.1341958188729346e-05,3.254386415580639e-05,3.376834269971759e-05,3.501455529266749e-05,3.6281923884022394e-05,3.7569849509977465e-05,3.88776917675447e-05
388,HD149026b,4.08640757580389e-06,4.257137688835501e-06,4.434266855609228e-06,4.617297725057142e-06,4.805814358040757e-06,4.999459167945346e-06,5.197955365266338e-06,5.401057063836824e-06,5.608538913746056e-06,5.820232332070205e-06,6.035977395825901e-06,6.255617122249123e-06,6.47904225626181e-06,6.706140757045798e-06,6.9367939826816385e-06
389,HAT-P-39b,3.0488342161190115e-05,3.18145484335867e-05,3.318727592348174e-05,3.46031587469499e-05,3.605936159673242e-05,3.755342672599283e-05,3.9083456922478774e-05,4.06477517162693e-05,4.2244737085608346e-05,4.387324413536914e-05,4.55321515866911e-05,4.722034593777561e-05,4.893706208241169e-05,5.068150441277871e-05,5.2452819493627524e-05
390,TOI-270c,8.339646899336046e-06,8.410249010005753e-06,8.508302346397749e-06,8.629446271210986e-06,8.770284099985334e-06,8.928120279704867e-06,9.100846824882634e-06,9.286742932619498e-06,9.484378833524274e-06,9.692619777305677e-06,9.91050009272969e-06,1.0137182079015166e-05,1.0372004539558111e-05,1.0614380651745796e-05,1.086377781571086e-05
391,HAT-P-30b,1.4621950116701485e-05,1.5246559775819555e-05,1.589373790575036e-05,1.6561796571519388e-05,1.7249318697261507e-05,1.7955080629292007e-05,1.8678136572416987e-05,1.941764232136333e-05,2.0172820044604425e-05,2.0943090135976868e-05,2.1727899467429294e-05,2.252670167836353e-05,2.333911913215327e-05,2.4164761651218408e-05,2.5003213169743716e-05
392,LP791-18b,7.528224066910195e-05,7.478716752261462e-05,7.464191135585736e-05,7.478355440794004e-05,7.516395476414094e-05,7.574559855804159e-05,7.649934175012816e-05,7.740180654123328e-05,7.843394046770377e-05,7.958058808046544e-05,8.082910585398891e-05,8.216877699924185e-05,8.359101721299873e-05,8.508839798257494e-05,8.665437620662861e-05
393,HAT-P-12b,2.370286763330231e-05,2.4365288994757373e-05,2.5076698590583085e-05,2.5831304999829518e-05,2.6624453509955722e-05,2.745232121865192e-05,2.831191468436453e-05,2.9200702493902416e-05,3.0116493199269403e-05,3.105758094145243e-05,3.202244768392071e-05,3.300970521554294e-05,3.4018310337034904e-05,3.5047279525301565e-05,3.609565645128318e-05
394,TOI-421c,3.825771756412631e-06,3.960480928725972e-06,4.101941420468471e-06,4.249492286398314e-06,4.402592856604307e-06,4.5607900081568745e-06,4.723730358728408e-06,4.891108516344149e-06,5.062653291419182e-06,5.238157125312808e-06,5.417429981158045e-06,5.600292346997284e-06,5.7866139026455e-06,5.9762669955581385e-06,6.169122391994167e-06
395,TOI-700c,6.546431785434872e-06,6.594967602137894e-06,6.665596321192257e-06,6.754770974971701e-06,6.8597324227501305e-06,6.9782941592043275e-06,7.108746896394912e-06,7.249697243838351e-06,7.399989291709446e-06,7.558705275637231e-06,7.725065471234104e-06,7.898394804594666e-06,8.078159649407563e-06,8.26388743205161e-06,8.455150345275622e-06
396,TOI-451d,5.8467285052742056e-06,6.0642219300130155e-06,6.291637179142957e-06,6.528062302618651e-06,6.772746875821643e-06,7.025057674468333e-06,7.284501756268895e-06,7.550649964651111e-06,7.823117930267529e-06,8.10161324927137e-06,8.385865615064394e-06,8.675616958521366e-06,8.970682093572807e-06,9.270877313724646e-06,9.576014245382822e-06
397,NGTS-2b,1.3163670356783803e-05,1.3740075346839062e-05,1.4336484263881407e-05,1.4951467791790365e-05,1.5583820375383558e-05,1.623249546510618e-05,1.6896685596083573e-05,1.7575665896509544e-05,1.8268764224579373e-05,1.897548208079793e-05,1.9695340337519448e-05,2.042786223354974e-05,2.117272090288785e-05,2.1929575627881095e-05,2.2698060119018286e-05
398,WASP-89b,3.272492033273828e-05,3.381563934640909e-05,3.4966399229954194e-05,3.617099095050968e-05,3.742436122622815e-05,3.8722299868597204e-05,4.006151879918511e-05,4.143919444484931e-05,4.2852837957493774e-05,4.430053467733656e-05,4.5780546082629005e-05,4.7291245188819624e-05,4.883143887253281e-05,5.039997128321478e-05,5.199568551201742e-05
399,WASP-161b,1.1723300872703866e-05,1.2231105638003406e-05,1.27568458191888e-05,1.329921352552282e-05,1.385710791782053e-05,1.4429575622198304e-05,1.5015880472362324e-05,1.5615363293603678e-05,1.6227414595351864e-05,1.6851581392876572e-05,1.74874296865303e-05,1.8134529031183603e-05,1.8792583247991556e-05,1.946128481765931e-05,2.014030432854874e-05
400,WASP-68b,8.839294956392738e-06,9.193201900762215e-06,9.561354628936892e-06,9.9425684415829e-06,1.0335859113780069e-05,1.0740386927074948e-05,1.1155500318641405e-05,1.1580625226179148e-05,1.2015240415834e-05,1.2458953275179819e-05,1.291139523923844e-05,1.337220851400564e-05,1.3841141015775817e-05,1.4317937648221545e-05,1.4802331681312823e-05
401,TOI-904b,7.866505365348473e-06,7.977448507410237e-06,8.111012903370157e-06,8.263828004749536e-06,8.433248121877852e-06,8.617156512198396e-06,8.81389528394827e-06,9.022100025534006e-06,9.240626530162257e-06,9.468569401926755e-06,9.705150519500572e-06,9.94968694533058e-06,1.0201644757795119e-05,1.0460543841088206e-05,1.072594168173616e-05
402,KELT-8b,1.0069718382117136e-05,1.0460950086934478e-05,1.0868753100843982e-05,1.1291688376024852e-05,1.1728565349584154e-05,1.2178373127225e-05,1.264032617795688e-05,1.3113735994835159e-05,1.35979811291478e-05,1.4092591454804027e-05,1.4597128573462382e-05,1.5111169941636147e-05,1.563441549358993e-05,1.6166564171051263e-05,1.6707303794896612e-05
403,Qatar-5b,3.090176989901404e-05,3.210068890720506e-05,3.3350511756902254e-05,3.464680939217566e-05,3.598591821542549e-05,3.7364728170277944e-05,3.8780822385500923e-05,4.0232082997701e-05,4.17165989231043e-05,4.3232924148155396e-05,4.477971064939162e-05,4.635565957446331e-05,4.795984822657185e-05,4.959135121366263e-05,5.124920932215301e-05
404,HATS-13b,4.4359568448453436e-05,4.599954704026321e-05,4.771513456035635e-05,4.949932885035891e-05,5.134637207891621e-05,5.32514096562375e-05,5.5210661596929925e-05,5.722083996221608e-05,5.9279002968666755e-05,6.138291105033626e-05,6.353049627553847e-05,6.571978683688452e-05,6.794936583128906e-05,7.021782979882672e-05,7.252374179583438e-05
405,TOI-1518b,9.467288163775129e-06,9.922443705341975e-06,1.0391269446255615e-05,1.087296754856188e-05,1.1366850175195835e-05,1.1872305321072733e-05,1.2388864813778238e-05,1.291609715791419e-05,1.3453590686910737e-05,1.4001046428417606e-05,1.4558167766938103e-05,1.512465006386158e-05,1.5700291569873255e-05,1.62848738374751e-05,1.687815401177018e-05
406,KOI-94d,9.844762834795046e-06,1.0257517976569307e-05,1.0685653877060687e-05,1.1127982144553006e-05,1.158350833259499e-05,1.2051376930501223e-05,1.2530925876673387e-05,1.3021566599988615e-05,1.3522759245253679e-05,1.4034100193447155e-05,1.4555206207701971e-05,1.508570073460735e-05,1.5625321983315285e-05,1.6173801177804833e-05,1.6730853397864058e-05
407,WASP-8b,5.476888692134603e-06,5.682911792521023e-06,5.898155739348307e-06,6.121784764620829e-06,6.353110224725822e-06,6.5915501417652375e-06,6.836651661161723e-06,7.08801987649847e-06,7.345300421184799e-06,7.608224082785953e-06,7.876541461225439e-06,8.150013888924819e-06,8.42847054124006e-06,8.71174148463978e-06,8.999651983558135e-06
408,WASP-3b,1.649049600946629e-05,1.720479589366168e-05,1.794432450032229e-05,1.870724209444369e-05,1.949200018858336e-05,2.0297257726293614e-05,2.1121979184605086e-05,2.1965237340202017e-05,2.282617485760101e-05,2.3704154549121848e-05,2.4598565932313145e-05,2.5508803524660492e-05,2.6434450708343254e-05,2.7375074913579288e-05,2.833021277588081e-05
409,WASP-186b,1.1836775705793424e-05,1.2346646253050224e-05,1.2874689551895249e-05,1.3419566748448134e-05,1.3980152117144937e-05,1.4555471891978322e-05,1.5144773859985394e-05,1.5747385342210018e-05,1.636268524859164e-05,1.6990211485858233e-05,1.762952203466755e-05,1.8280179219704105e-05,1.894188133764082e-05,1.961431575393828e-05,2.0297148188767002e-05
410,WASP-175b,3.614778745298567e-05,3.767449555798706e-05,3.925740759330114e-05,4.089223525428512e-05,4.257538557960458e-05,4.4303763135941415e-05,4.6074973562646e-05,4.788688496882819e-05,4.973753850953538e-05,5.162547155003712e-05,5.3549292599288316e-05,5.55076316317663e-05,5.749953831623044e-05,5.952403456653271e-05,6.158008116232585e-05
411,WASP-164b,4.041978883924136e-05,4.20063844842244e-05,4.3659022058554876e-05,4.5372048389150114e-05,4.7140780004234846e-05,4.896123389033839e-05,5.083031646284272e-05,5.274531156770511e-05,5.470376276417433e-05,5.670381441105906e-05,5.8743732267576386e-05,6.082184081207378e-05,6.293695331374451e-05,6.508787571133637e-05,6.727336638278956e-05
412,HAT-P-38b,2.228719688772984e-05,2.3072981031470502e-05,2.389805855283193e-05,2.4758588082111544e-05,2.5651426869668816e-05,2.657394065116137e-05,2.752407509046269e-05,2.85000545461274e-05,2.950030193989758e-05,3.0523610394241525e-05,3.156887467836003e-05,3.263505052431451e-05,3.3721380021786735e-05,3.482712056486908e-05,3.595152013226993e-05
413,HD332231b,2.175115106756332e-06,2.264946347788511e-06,2.35820998971761e-06,2.454634100997994e-06,2.553991693188225e-06,2.6560880461862197e-06,2.760772331016567e-06,2.8679108731796485e-06,2.9773814863178004e-06,3.0890925851917457e-06,3.2029575468327236e-06,3.318891606454523e-06,3.4368355662952663e-06,3.5567289463959967e-06,3.6785079295969485e-06
414,WASP-144b,5.140842019608621e-05,5.315750168103314e-05,5.4999541643757894e-05,5.692511417165965e-05,5.892653383778099e-05,6.099738394194921e-05,6.313265559587567e-05,6.532803773355224e-05,6.757972024800102e-05,6.988477737739162e-05,7.224054459125873e-05,7.464451991915575e-05,7.709487521209071e-05,7.958983238019148e-05,8.21276043552264e-05
415,TOI-125c,7.640580684629416e-06,7.909259133647334e-06,8.191433517937599e-06,8.485780745874055e-06,8.791218636992082e-06,9.10684037814487e-06,9.431938735240449e-06,9.765902618501315e-06,1.0108189480355987e-05,1.0458384019348402e-05,1.0816106074293759e-05,1.1180996624216796e-05,1.1552794963396029e-05,1.193124579493377e-05,1.2316090734247683e-05
