,Planet Name,Noise Estimate 1.1-1.185um,Full Phase Curve Noise Estimate 1.1-1.185um,Noise Estimate 1.185-1.27um,Full Phase Curve Noise Estimate 1.185-1.27um,Noise Estimate 1.27-1.355um,Full Phase Curve Noise Estimate 1.27-1.355um,Noise Estimate 1.355-1.44um,Full Phase Curve Noise Estimate 1.355-1.44um,Noise Estimate 1.44-1.525um,Full Phase Curve Noise Estimate 1.44-1.525um,Noise Estimate 1.525-1.61um,Full Phase Curve Noise Estimate 1.525-1.61um,Noise Estimate 1.61-1.695um,Full Phase Curve Noise Estimate 1.61-1.695um,Noise Estimate 1.695-1.78um,Full Phase Curve Noise Estimate 1.695-1.78um,Noise Estimate 1.78-1.865um,Full Phase Curve Noise Estimate 1.78-1.865um,Noise Estimate 1.865-1.95um,Full Phase Curve Noise Estimate 1.865-1.95um
372,WASP-50b,6.699500585115008e-05,2.1701727153381878e-05,7.065688589590548e-05,2.2887921864316908e-05,7.456077085254014e-05,2.415250935245463e-05,7.867555386017082e-05,2.5485413156140763e-05,8.297816677844124e-05,2.6879160800649968e-05,8.745102366668489e-05,2.832805566305891e-05,9.208038791968995e-05,2.9827648037683815e-05,9.685529594030317e-05,3.137438648078619e-05,0.00010176682774136841,3.2965381536278774e-05,0.00010680760037526024,3.4598241642090326e-05
373,TOI-431b,1.1757401219304326e-05,7.927736208358445e-06,1.2305438439575012e-05,8.29726468098848e-06,1.2900706419292005e-05,8.698639732197118e-06,1.3536132312200954e-05,9.127092309852781e-06,1.4206551193932484e-05,9.579139828206052e-06,1.4908085002634153e-05,1.0052167402318293e-05,1.5637749797385136e-05,1.0544163031744815e-05,1.639319924954683e-05,1.1053544642848939e-05,1.7172552305140486e-05,1.1579043885639106e-05,1.7974274467581266e-05,1.2119626085537976e-05
374,TOI-172b,3.456535967410467e-05,8.362594771725635e-06,3.655943830313681e-05,8.845033597034513e-06,3.8673991907283415e-05,9.356619620767335e-06,4.089454051388018e-05,9.893849620482932e-06,4.3210273392827956e-05,1.0454108094538676e-05,4.561289374795869e-05,1.1035387751677907e-05,4.8095877846522944e-05,1.1636110267997832e-05,5.065398482795413e-05,1.2255007692185719e-05,5.328292333329977e-05,1.2891041791274293e-05,5.597911918974969e-05,1.3543347845233514e-05
375,TOI-2076c,1.1673269721236575e-05,1.8255794365296305e-06,1.227754156718813e-05,1.9200813440830958e-06,1.2925547682745243e-05,2.0214228420144215e-06,1.3611324882020577e-05,2.128671349325132e-06,1.4330477081250207e-05,2.2411393636862015e-06,1.507967249144889e-05,2.3583058275359046e-06,1.5856323653584827e-05,2.4797660888689226e-06,1.665837724908794e-05,2.605199029759629e-06,1.7484172117455485e-05,2.734344861774533e-06,1.8332340949932726e-05,2.86698975187408e-06
376,WASP-90b,4.2892425766081925e-05,1.334034395564678e-05,4.571018403055609e-05,1.4216719300724061e-05,4.8666022638268225e-05,1.5136040206454731e-05,5.174642936706596e-05,1.6094104119872895e-05,5.494109896727467e-05,1.7087705916233265e-05,5.8241954669696466e-05,1.8114333569759125e-05,6.164251333430122e-05,1.9171970703051207e-05,6.513746073135831e-05,2.025896449160263e-05,6.872235961215255e-05,2.1373934868349797e-05,7.239344416394129e-05,2.2515710595332576e-05
377,TOI-269b,6.31037169886748e-05,1.9904546037302387e-05,6.407582748432656e-05,2.0211174854706564e-05,6.545805159868361e-05,2.0647164124927005e-05,6.716308677759293e-05,2.118497636219841e-05,6.912978186116336e-05,2.1805322907541992e-05,7.131402205024657e-05,2.2494288811213496e-05,7.368315685081778e-05,2.3241575262105258e-05,7.621247085657582e-05,2.4039386381210018e-05,7.88828782837346e-05,2.4881702018207683e-05,8.167937548337839e-05,2.5763789633799117e-05
378,HAT-P-50b,5.420749894588249e-05,1.9412744183378596e-05,5.76949797207185e-05,2.0661677881535956e-05,6.135902929963632e-05,2.1973844252129054e-05,6.518170249019111e-05,2.3342816777848885e-05,6.914936816978025e-05,2.476371389247006e-05,7.32513850916282e-05,2.6232724761597663e-05,7.747924455948462e-05,2.7746802258047184e-05,8.182599803468808e-05,2.9303457976964953e-05,8.628586447576398e-05,3.090062161661333e-05,9.085395440038504e-05,3.253654215967085e-05
379,TrES-1b,4.4662181226936236e-05,1.5394612330339918e-05,4.700116424255582e-05,1.6200836652205243e-05,4.9506174447781256e-05,1.7064288904952195e-05,5.215484271124509e-05,1.797725867014379e-05,5.493065865200168e-05,1.8934054982692738e-05,5.782109423076183e-05,1.9930359551310573e-05,6.081640877688845e-05,2.0962814863126756e-05,6.390886344070072e-05,2.2028753413164013e-05,6.709219020781016e-05,2.3126014678829375e-05,7.036122402284609e-05,2.425281831659928e-05
380,WASP-106b,3.913483627838699e-05,1.0152956096840227e-05,4.1567379891413097e-05,1.0784043661152919e-05,4.413002367907285e-05,1.1448883797006995e-05,4.6808753500829e-05,1.2143840742325992e-05,4.959298875298361e-05,1.2866169515527283e-05,5.247451893913013e-05,1.3613740024409739e-05,5.5446817418095706e-05,1.438485902817848e-05,5.8504584650540153e-05,1.5178151639511328e-05,6.164343580467584e-05,1.5992480278470167e-05,6.485968186431863e-05,1.682688788421305e-05
381,K2-266b,0.00010977326993237881,2.6779296201440713e-05,0.00011372107676375573,2.7742367526077734e-05,0.00011818507610695309,2.8831364517131735e-05,0.0001230750206689915,3.0024271259511885e-05,0.00012832608499605076,3.1305273520570165e-05,0.00013389037161323138,3.2662686664616816e-05,0.00013973160467752613,3.408766116439037e-05,0.00014582170253312783,3.5573346472584075e-05,0.00015213849841022063,3.7114334984094314e-05,0.00015866418521039575,3.87062826399068e-05
382,TOI-201b,1.601037623017174e-05,1.4005721227629561e-06,1.705704171270286e-05,1.4921334000006993e-06,1.815538727133762e-05,1.588215599973326e-06,1.9300309819265564e-05,1.6883723096157085e-06,2.048792117955463e-05,1.7922633949958812e-06,2.1715176865455744e-05,1.8996225273775563e-06,2.297963535248424e-05,2.010236124576211e-06,2.4279297108083666e-05,2.1239292694308207e-06,2.5612494001053854e-05,2.2405560354483117e-06,2.6977811471426508e-05,2.359992678300062e-06
383,WASP-88b,3.414274688611234e-05,1.2423420363132469e-05,3.6386008156248606e-05,1.3239669209079109e-05,3.8739174482743896e-05,1.4095908882938223e-05,4.1191493497444514e-05,1.498822695230015e-05,4.37347645652268e-05,1.59136394763084e-05,4.63625602458092e-05,1.6869807721271077e-05,4.9069721166573955e-05,1.7854854361527938e-05,5.185201808529161e-05,1.886724051521311e-05,5.4705919606888955e-05,1.9905681224042216e-05,5.76284286326207e-05,2.0969085942556015e-05
384,HATS-39b,9.133480391148263e-05,2.7775944685946027e-05,9.744652269824175e-05,2.9634587346651805e-05,0.00010384937089899671,3.158176574787811e-05,0.00011051584209681637,3.360911487779519e-05,0.0001174248785746648,3.571023084699228e-05,0.00012455991487763705,3.788007591367292e-05,0.00013190760596211575,4.0114591699459166e-05,0.00013945697470933285,4.241043993864446e-05,0.0001471988248923312,4.476482395482133e-05,0.00015512532710363285,4.7175362736812024e-05
385,WASP-168b,7.095504985485233e-05,1.6554058782508308e-05,7.532573729215074e-05,1.7573755293257228e-05,7.993361899272934e-05,1.864879004681263e-05,8.475277306923878e-05,1.977311537711252e-05,8.976365781454729e-05,2.094217213622828e-05,9.495113129164708e-05,2.2152427657833558e-05,0.0001003031743792037,2.3401077839309974e-05,0.00010581004151801403,2.468584900795563e-05,0.00011146368029964675,2.6004862509005498e-05,0.0001172573250704994,2.7356539892050958e-05
386,HD2685b,2.186162086266551e-05,6.561343100828456e-06,2.3364972018043636e-05,7.012544902992547e-06,2.4937056202467022e-05,7.484375595793714e-06,2.657172718132762e-05,7.974990505669328e-06,2.826425106561815e-05,8.48296884730008e-06,3.0010881753033018e-05,9.007186300459565e-06,3.18085840688174e-05,9.546731916089503e-06,3.365484763663126e-05,1.0100852253235879e-05,3.554755833119232e-05,1.0668912798043453e-05,3.748490734307052e-05,1.1250370671310861e-05
387,K2-237b,4.934271570803109e-05,1.8705792846949475e-05,5.255338833312713e-05,1.9922956842944182e-05,5.592375217338377e-05,2.1200659679321074e-05,5.9437903237430766e-05,2.253287216283971e-05,6.308373489595775e-05,2.391500467785562e-05,6.68517760080327e-05,2.5343466720729987e-05,7.073443783210247e-05,2.681538140425818e-05,7.472551068012956e-05,2.832839463956594e-05,7.881981826031483e-05,2.9880544097650495e-05,8.301297452034467e-05,3.1470167028806695e-05
388,HD149026b,9.592552821702555e-06,3.3702799388378897e-06,1.0198766968101404e-05,3.5832692665198146e-06,1.083655467832499e-05,3.8073517568596894e-06,1.1502606608681022e-05,4.041364693856451e-06,1.2194417111205844e-05,4.284427734683464e-06,1.2910036356264035e-05,4.535855819604644e-06,1.3647910126022523e-05,4.795102884472028e-06,1.4406773028706265e-05,5.061724342261339e-06,1.5185575360189569e-05,5.335351386376223e-06,1.5983431786386992e-05,5.615672960545965e-06
389,HAT-P-39b,7.011850622426991e-05,2.5155558298932413e-05,7.472484398384372e-05,2.6808117720048907e-05,7.955690894895219e-05,2.8541658528023826e-05,8.459261197876982e-05,3.03482560721518e-05,8.981510653919307e-05,3.2221866527576935e-05,9.521118911045917e-05,3.415775302911158e-05,0.00010077026136229334,3.615211334351584e-05,0.00010648363584361797,3.820183078029216e-05,0.00011234405875038495,4.030430298094136e-05,0.0001183453739102744,4.245732137086554e-05
390,TOI-270c,2.6296329653741987e-05,6.822646891745408e-06,2.6694490052577987e-05,6.925950578735351e-06,2.7264263301079323e-05,7.0737796383065675e-06,2.7969047243148503e-05,7.256637551750244e-06,2.8783211281068025e-05,7.467874397949883e-06,2.9688270346909333e-05,7.702694180927828e-06,3.0670546665291386e-05,7.957548168487677e-06,3.171968912326239e-05,8.229750739117357e-06,3.2827706258790745e-05,8.517228488493586e-06,3.39883173074846e-05,8.818351856969829e-06
391,HAT-P-30b,4.101528765517133e-05,1.2062173050744798e-05,4.366314678144193e-05,1.284088110866678e-05,4.644434052796852e-05,1.3658801503137626e-05,4.9345400228516916e-05,1.4511973238339261e-05,5.2356088511640845e-05,1.5397385608921813e-05,5.546840841208122e-05,1.6312686789886594e-05,5.867596161845826e-05,1.725599510385165e-05,6.19735198675397e-05,1.8225772972526826e-05,6.535673082864995e-05,1.9220740420352172e-05,6.882191135316001e-05,2.023981427130543e-05
392,LP791-18b,0.0002245245066676353,6.135322939799749e-05,0.00022309839401190996,6.096353199608481e-05,0.000223710228393173,6.113072093997493e-05,0.000225867457615066,6.172020215643203e-05,0.00022923270927241985,6.263978576884036e-05,0.00023356756638299246,6.382432231079655e-05,0.00023869893481886123,6.522651234093673e-05,0.00024449815159976893,6.681119760656094e-05,0.0002508675752137505,6.855169673479246e-05,0.0002577317275931944,7.04273847022634e-05
393,HAT-P-12b,6.748536602281999e-05,1.9484521392691546e-05,7.039834028502901e-05,2.032556164590999e-05,7.359613282972364e-05,2.1248835252004422e-05,7.703366283606756e-05,2.224132637850997e-05,8.067819820757912e-05,2.3293584543467174e-05,8.450529989234475e-05,2.4398553650748988e-05,8.849626751760308e-05,2.5550834488132164e-05,9.263647723621962e-05,2.6746204826722828e-05,9.691426881649677e-05,2.7981298099110228e-05,0.00010132018145617303,2.9253382761925466e-05
394,TOI-421c,2.1924596003753195e-05,3.1504034807278095e-06,2.3101273224156036e-05,3.319483358423875e-06,2.4358123477420088e-05,3.5000835123313344e-06,2.5684625654411702e-05,3.6906921363110876e-06,2.7072993729075817e-05,3.890190435582118e-06,2.8517304234712115e-05,4.097727251468231e-06,3.001293968829187e-05,4.312639085558628e-06,3.155622214995476e-05,4.534397444897912e-06,3.3144165173451474e-05,4.762573199085817e-06,3.477430171784774e-05,4.996811852452494e-06
395,TOI-700c,5.131059120478764e-05,5.354208379378592e-06,5.201017955506324e-05,5.427209717293632e-06,5.305266625123753e-05,5.535992151348423e-06,5.436412612103125e-05,5.672841664464403e-06,5.5892878154843845e-05,5.832365395476642e-06,5.760170646502599e-05,6.0106799040891035e-06,5.946311349227254e-05,6.204915847755013e-06,6.14563183560662e-05,6.412904762576684e-06,6.356529889801129e-05,6.632974752504518e-06,6.577747920941304e-05,6.863813534165222e-06
396,TOI-451d,2.765261505568287e-05,4.8168803081325375e-06,2.9216368323155815e-05,5.0892745213272265e-06,3.0877776315170706e-05,5.378679462754851e-06,3.262479364980612e-05,5.682996916284154e-06,3.444845070574119e-05,6.000664440452555e-06,3.6341881436549356e-05,6.33048602093156e-06,3.829970088599929e-05,6.671523638312206e-06,4.031759391575215e-05,7.023025627522334e-06,4.2392035886124506e-05,7.3843780224885645e-06,4.452009826094235e-05,7.75507069394465e-06
397,NGTS-2b,3.214725509052695e-05,1.0861920982542428e-05,3.427261760552645e-05,1.1580038894388188e-05,3.6501110336184696e-05,1.2333002464136727e-05,3.8822761064491615e-05,1.3117442276771396e-05,4.1229954599121465e-05,1.3930785309923275e-05,4.371671499290076e-05,1.4771012409365627e-05,4.627823952936633e-05,1.563650083229887e-05,4.89105867569559e-05,1.6525918840280454e-05,5.16104619263881e-05,1.743815320276394e-05,5.43750658264003e-05,1.8372258121687798e-05
398,WASP-89b,9.297809237278111e-05,2.69358273730504e-05,9.771495856271752e-05,2.830810127892716e-05,0.00010280392026280765,2.9782377534371397e-05,0.00010819620227297793,3.1344525925095666e-05,0.00011385590451948617,3.298414617115957e-05,0.00011975586112618384,3.469336829661823e-05,0.00012587500799504618,3.646609001550639e-05,0.00013219665516412562,3.8297476232562225e-05,0.00013870732082208023,4.018362125630818e-05,0.00014539592467484032,4.212131511673209e-05
399,WASP-161b,2.9704922109915587e-05,9.67233589220256e-06,3.164844714353399e-05,1.0305174681360216e-05,3.368781346447813e-05,1.0969220727009757e-05,3.581357157757356e-05,1.1661397142061537e-05,3.801852050470826e-05,1.2379359187862675e-05,4.029702090778821e-05,1.3121270617475604e-05,4.2644549626316844e-05,1.3885658626916689e-05,4.5057401780798734e-05,1.4671316855880137e-05,4.753248609443617e-05,1.547723874163495e-05,5.0067180836003974e-05,1.630257061202082e-05
400,WASP-68b,2.176372360737844e-05,7.287240812894089e-06,2.308406682392703e-05,7.729336988541106e-06,2.4477855459389513e-05,8.196025208448787e-06,2.593687169692957e-05,8.684553865800073e-06,2.745493535366848e-05,9.192853623485314e-06,2.90272691403253e-05,9.719324881268304e-06,3.065008993230323e-05,1.0262700919333106e-05,3.2320337283506404e-05,1.0821956995402257e-05,3.40354881074506e-05,1.1396248293619152e-05,3.5793427071886855e-05,1.198486652822463e-05
401,TOI-904b,3.2120128280301126e-05,6.444624875909597e-06,3.2866239803699494e-05,6.594325675418697e-06,3.3796788387681886e-05,6.781032169871064e-06,3.487490637850032e-05,6.99734718462321e-06,3.607453903609105e-05,7.238043062285822e-06,3.737673262707406e-05,7.499316900810493e-06,3.876734692648788e-05,7.778331586822635e-06,4.023559580390816e-05,8.072922976896634e-06,4.177308755500195e-05,8.381407348413969e-06,4.3373176851812837e-05,8.702451374014212e-06
402,KELT-8b,2.4180207804822133e-05,8.299287526689923e-06,2.5605557651040955e-05,8.788505332234761e-06,2.711401451436068e-05,9.306247666434328e-06,2.8695880252740248e-05,9.849185870166953e-06,3.0343892591283828e-05,1.041482733840852e-05,3.2052461526973164e-05,1.100125343411927e-05,3.3817178811391155e-05,1.1606951129727309e-05,3.563449287933679e-05,1.2230701434022526e-05,3.750148743363067e-05,1.2871503396599503e-05,3.9415726919687646e-05,1.3528521070639582e-05
403,Qatar-5b,7.605995413040917e-05,2.5468374075667246e-05,8.053743900394377e-05,2.696764213309734e-05,8.527656726951046e-05,2.8554520442977432e-05,9.024674884800135e-05,3.0218766038602737e-05,9.542508130841401e-05,3.195271013175638e-05,0.00010079393926516918,3.375045093195882e-05,0.00010633942602772735,3.5607335187480954e-05,0.00011205034759661524,3.7519614631981464e-05,0.00011791751389189616,3.948421200363068e-05,0.00012393325112726398,4.149855776550925e-05
404,HATS-13b,0.0001169574355022943,3.6544040876859095e-05,0.00012353254167066292,3.859847159821189e-05,0.00013052229354398696,4.078246081686097e-05,0.0001378751663247376,4.307990930577577e-05,0.0001455528204644206,4.547883764679141e-05,0.00015352592948539577,4.7970082608916584e-05,0.00016177150973762633,5.054646281507307e-05,0.00017027115691009424,5.320222772968129e-05,0.00017900984880900883,5.593268357964687e-05,0.00018797511245000368,5.873393310740271e-05
405,TOI-1518b,1.8598840628225985e-05,7.819724514421777e-06,1.9944549302877317e-05,8.385516292672247e-06,2.1347459893765245e-05,8.975358130580111e-06,2.2803002789855496e-05,9.587328774012365e-06,2.4307612599439657e-05,1.0219929184319068e-05,2.585843234568621e-05,1.0871958169866122e-05,2.7453119300452444e-05,1.1542430750511251e-05,2.9089713611900005e-05,1.223052292320118e-05,3.0766547001595884e-05,1.2935533274443515e-05,3.248217777206052e-05,1.3656855654782565e-05
406,KOI-94d,6.059392527267604e-05,8.11978536446344e-06,6.443612034569237e-05,8.63465214658557e-06,6.847736231410269e-05,9.176191867633325e-06,7.269690657883433e-05,9.741624683073053e-06,7.707903716618103e-05,1.0328844600716356e-05,8.161151715125077e-05,1.0936211832363393e-05,8.628458682584627e-05,1.156241854500244e-05,9.10902957238053e-05,1.2206399350007583e-05,9.60220449858139e-05,1.2867269978517904e-05,0.00010107426616777632,1.3544284240702193e-05
407,WASP-8b,1.796279739633007e-05,4.512632638648789e-06,1.898946741258939e-05,4.7705537476092705e-06,2.0079128933414267e-05,5.044299647841862e-06,2.1224117598689103e-05,5.331944890829336e-06,2.2418718272584623e-05,5.632053714206376e-06,2.3658550184239143e-05,5.94352557616222e-06,2.494017291815199e-05,6.265496171937632e-06,2.6260825896883827e-05,6.597271986398002e-06,2.7618251321345884e-05,6.938285812908714e-06,2.9010570859396126e-05,7.288065774916056e-06
408,WASP-3b,3.423072141909301e-05,1.3605521018739868e-05,3.6470359138076206e-05,1.4495699104294103e-05,3.882044038539976e-05,1.5429774650489653e-05,4.1270075954363495e-05,1.6403419576453705e-05,4.3810967736162895e-05,1.741333567259338e-05,4.643661719124381e-05,1.8456939995493238e-05,4.9141812016866686e-05,1.9532160836128783e-05,5.192228286341228e-05,2.0637301276539397e-05,5.477446747158566e-05,2.1770945442571627e-05,5.7695344666954065e-05,2.2931892522482622e-05
409,WASP-186b,3.890527554829418e-05,9.765405280857826e-06,4.14371476331685e-05,1.040091696094853e-05,4.40949217135195e-05,1.1068030628023553e-05,4.6866062100608735e-05,1.1763599765851342e-05,4.9741025969284825e-05,1.2485229080893579e-05,5.2712347672180975e-05,1.3231044660905883e-05,5.577404521336685e-05,1.399954499706137e-05,5.89212235448124e-05,1.4789501409516268e-05,6.214980213887972e-05,1.559988966683712e-05,6.54563233434733e-05,1.6429841882251312e-05
410,WASP-175b,9.505630740088043e-05,2.9816223714066495e-05,0.00010112636324869723,3.172021249781034e-05,0.00010750738416246677,3.372174140516328e-05,0.00011416735101257038,3.581076702545701e-05,0.00012108197553564204,3.797967088166514e-05,0.00012823232252572552,4.022251358531045e-05,0.00013560327149009227,4.253455230547318e-05,0.00014318249029027976,4.491191883172808e-05,0.00015095973153607883,4.7351398874699554e-05,0.00015892633845872759,4.985027707376504e-05
411,WASP-164b,0.00010464387301295545,3.331645504036163e-05,0.00011087312952236363,3.5299722081757196e-05,0.00011745978837562847,3.7396778672197324e-05,0.00012436272209222476,3.959453066850488e-05,0.0001315510893150162,4.188315881744667e-05,0.00013900111705996573,4.425509429027964e-05,0.0001466940320327398,4.670436005654213e-05,0.0001546146886466558,4.922613407321108e-05,0.00016275063385025695,5.1816451545052597e-05,0.00017109145401549128,5.447199698726275e-05
412,HAT-P-38b,6.670045485480579e-05,1.8353012670388605e-05,7.02846849364534e-05,1.9339234132375037e-05,7.41126189071432e-05,2.0392512117036617e-05,7.81523197204756e-05,2.1504058962902346e-05,8.238014945460342e-05,2.266737056021603e-05,8.677812234163815e-05,2.387749802179748e-05,9.133221614219104e-05,2.513058304806343e-05,9.603126029287935e-05,2.642355199443763e-05,0.00010086618321879592,2.7753908765060247e-05,0.00010582949010738053,2.9119591119273718e-05
413,HD332231b,9.0253688730266e-06,1.7937308721633495e-06,9.58944172146112e-06,1.905836526416439e-06,1.0183419368802323e-05,2.0238855566998503e-06,1.0804109027082945e-05,2.147243418051961e-06,1.1449097936149379e-05,2.275430590750582e-06,1.211651210273093e-05,2.4080746313387025e-06,1.2804860531962097e-05,2.544879214695642e-06,1.351293150218673e-05,2.6856035193576257e-06,1.4239721590170238e-05,2.830048121759916e-06,1.498438591758614e-05,2.9780451080633393e-06
414,WASP-144b,0.0001360197547489352,4.232121027311659e-05,0.0001430859182132021,4.45197776087763e-05,0.0001506604703470703,4.6876525083978085e-05,0.00015867434205592436,4.9369962528547874e-05,0.0001670765968753972,5.198424156205716e-05,0.00017582861625711714,5.4707346402613865e-05,0.00018490039848279903,5.752994231034551e-05,0.00019426812684844108,6.044461895180504e-05,0.00020391252665082787,6.34453791924642e-05,0.00021381772737545725,6.652728507766613e-05
415,TOI-125c,3.195105409152153e-05,6.291709829231058e-06,3.36637008492856e-05,6.628959311171757e-06,3.5493283064220217e-05,6.989235387576542e-06,3.7424434041552624e-05,7.369512093033832e-06,3.9445783412129845e-05,7.767550407098264e-06,4.154868199345639e-05,8.181647157587607e-06,4.372638845888957e-05,8.61047486181605e-06,4.5973533896387477e-05,9.052976289040294e-06,4.828575938678652e-05,9.508293093414604e-06,5.0659464585970366e-05,9.975716305513414e-06
416,WASP-75b,5.8903299535308566e-05,1.7700739181750866e-05,6.259111001065073e-05,1.8808944866164714e-05,6.647388611631619e-05,1.9975738707761323e-05,7.05308719415116e-05,2.1194883450456054e-05,7.474637776524567e-05,2.246166425380206e-05,7.910821378318968e-05,2.377241801999665e-05,8.360667869071189e-05,2.5124229457971855e-05,8.823388608369721e-05,2.6514728663436667e-05,9.298330347494656e-05,2.794195259097545e-05,9.784942909709033e-05,2.9404247931690113e-05
417,HAT-P-40b,3.019854378055142e-05,1.1571700209450285e-05,3.208320019506626e-05,1.2293876721836572e-05,3.406800387359963e-05,1.305442839974211e-05,3.614223744060063e-05,1.3849248480343891e-05,3.829780384912787e-05,1.4675234277616105e-05,4.05284156273181e-05,1.5529976511826407e-05,4.282907149018039e-05,1.6411558753792064e-05,4.519570786266459e-05,1.731842389292521e-05,4.7624960460375e-05,1.8249282777976383e-05,5.011399717665496e-05,1.9203050181477997e-05
418,WASP-66b,5.091110571872185e-05,1.5349270589970283e-05,5.4329765425568015e-05,1.6379967766050545e-05,5.791040866539258e-05,1.7459501616245516e-05,6.163783521541199e-05,1.8583289401106928e-05,6.550039978014793e-05,1.9747820161898485e-05,6.948893469026023e-05,2.095032992334614e-05,7.359604929591103e-05,2.2188590466624236e-05,7.781566019563689e-05,2.3460767697307772e-05,8.214266762925317e-05,2.4765324080552173e-05,8.657272713587297e-05,2.6100949797904684e-05
419,WASP-17b,3.961208670726737e-05,1.417961884886366e-05,4.228836024850198e-05,1.5137622880068693e-05,4.509027064681088e-05,1.614060012260308e-05,4.8006170578903075e-05,1.718438127818934e-05,5.102712487131783e-05,1.8265767894926728e-05,5.41460902455179e-05,1.9382238747265e-05,5.735738151268058e-05,2.0531758754063767e-05,6.06563134104423e-05,2.171265076978375e-05,6.403895371954764e-05,2.2923507209646994e-05,6.750194894907208e-05,2.416312765158349e-05
420,WASP-79b,2.7081157167871732e-05,9.193018806859282e-06,2.8899645678729706e-05,9.810326220155782e-06,3.080429813070165e-05,1.045688300142514e-05,3.278702906548968e-05,1.1129944446305802e-05,3.484164399816438e-05,1.1827407763690948e-05,3.696326636808618e-05,1.2547617547447295e-05,3.91479648650428e-05,1.3289239267868694e-05,4.139250354377589e-05,1.4051174445099453e-05,4.369416968757799e-05,1.4832502215398233e-05,4.605065234628555e-05,1.563243809942452e-05
421,WASP-14b,2.2461310559120985e-05,8.815427613364781e-06,2.39457182244707e-05,9.398015538863208e-06,2.5502198418889643e-05,1.0008889888755691e-05,2.712377687043893e-05,1.0645313459027732e-05,2.8805128168112604e-05,1.1305196176835596e-05,3.0542073575913896e-05,1.198689800676826e-05,3.233125500705539e-05,1.2689100994963864e-05,3.416991677955143e-05,1.3410723614366983e-05,3.605575551877957e-05,1.4150861855739277e-05,3.798681441444891e-05,1.49087477265174e-05
422,HD219666b,2.5690494440938706e-05,5.158296278407583e-06,2.71360304818457e-05,5.448539940212408e-06,2.8672593271635343e-05,5.7570605153353636e-06,3.02888840186454e-05,6.081589362543566e-06,3.197649437743265e-05,6.420438202263144e-06,3.372899198066205e-05,6.7723155040191995e-06,3.5541335130402986e-05,7.136208964536208e-06,3.7409486223471466e-05,7.511307888888637e-06,3.933014929302355e-05,7.896950492479703e-06,4.130058740598741e-05,8.292587236969023e-06
423,WASP-120b,3.590738365676591e-05,1.1892058581608557e-05,3.827257949131462e-05,1.2675380688568305e-05,4.075320012743881e-05,1.3496929988999649e-05,4.333800656608769e-05,1.4352984272551981e-05,4.6018422670064136e-05,1.5240703234096779e-05,4.878772333720627e-05,1.6157859607241123e-05,5.164050763517724e-05,1.7102664673420636e-05,5.4572346231367183e-05,1.8073651495267295e-05,5.757953899178688e-05,1.906959463651484e-05,6.065894426486653e-05,2.0089453623012654e-05
424,HATS-7b,8.987832198908371e-05,2.5856159754518206e-05,9.426154921007675e-05,2.71171248099196e-05,9.899521244146665e-05,2.8478903156758024e-05,0.00010402876741136541,2.9926954239094196e-05,0.00010932516305362698,3.145061922102479e-05,0.00011485647490619656,3.3041864804464474e-05,0.00012060113663070675,3.46944867938096e-05,0.00012654212754483903,3.640358868597223e-05,0.00013266575219957811,3.816523057965234e-05,0.00013896079791926323,3.997618681679641e-05
425,HAT-P-34b,2.9022150505990552e-05,7.901244902808476e-06,3.0931784691891765e-05,8.421140469281619e-06,3.2934765390840036e-05,8.96644950951701e-06,3.502198524436038e-05,9.534692556332726e-06,3.71864961917957e-05,1.0123978008731102e-05,3.942285095445975e-05,1.0732822851766545e-05,4.172667571502645e-05,1.136003631903301e-05,4.409438419178894e-05,1.2004642049731517e-05,4.652298107773309e-05,1.2665824575198813e-05,4.900992362239192e-05,1.3342891634736908e-05
426,HATS-30b,7.119122400650858e-05,2.2254720238363217e-05,7.553427316839215e-05,2.3612378368673493e-05,8.011673572965496e-05,2.50448782831904e-05,8.491205025242164e-05,2.6543916748231764e-05,8.990022388878305e-05,2.8103243903043055e-05,9.506578883089532e-05,2.9718024436234837e-05,0.00010039648576980434,3.138442602865686e-05,0.00010588238902197608,3.309934586372877e-05,0.00011151530907158228,3.486022385927486e-05,0.00011728837455306239,3.666491199325532e-05
427,TOI-561c,2.1891250502108773e-05,4.469013688547301e-06,2.3079793814650583e-05,4.71165018538283e-06,2.4347770693831527e-05,4.970502736052572e-06,2.568489166442562e-05,5.243470784189111e-06,2.7083532195345022e-05,5.528997811410957e-06,2.8537884200486718e-05,5.825898119518909e-06,3.004341435400545e-05,6.1332462476648e-06,3.15965071878199e-05,6.450304112094833e-06,3.3194223328836836e-05,6.776471651218733e-06,3.483413166001776e-05,7.11125256194397e-06
428,TOI-905b,4.7981549713064165e-05,1.2089544786953177e-05,5.070659177513993e-05,1.277615283218741e-05,5.360059956075199e-05,1.3505333880885843e-05,5.66428454102463e-05,1.4271865342881741e-05,5.9817885929253115e-05,1.5071856063991625e-05,6.311389309797405e-05,1.5902325828362762e-05,6.652158534320045e-05,1.67609360288499e-05,7.00335210887016e-05,1.7645811668299657e-05,7.364361882556062e-05,1.855542043533688e-05,7.734682300794864e-05,1.948848852267343e-05
