,Planet Name,Full Phase Curve Noise Estimate 1.1-1.1425um,Full Phase Curve Noise Estimate 1.1425-1.185um,Full Phase Curve Noise Estimate 1.185-1.2275um,Full Phase Curve Noise Estimate 1.2275-1.27um,Full Phase Curve Noise Estimate 1.27-1.3125um,Full Phase Curve Noise Estimate 1.3125-1.355um,Full Phase Curve Noise Estimate 1.355-1.3975um,Full Phase Curve Noise Estimate 1.3975-1.44um,Full Phase Curve Noise Estimate 1.44-1.4825um,Full Phase Curve Noise Estimate 1.4825-1.525um,Full Phase Curve Noise Estimate 1.525-1.5675um,Full Phase Curve Noise Estimate 1.5675-1.61um,Full Phase Curve Noise Estimate 1.61-1.6525um,Full Phase Curve Noise Estimate 1.6525-1.695um,Full Phase Curve Noise Estimate 1.695-1.7375um,Full Phase Curve Noise Estimate 1.7375-1.78um,Full Phase Curve Noise Estimate 1.78-1.8225um,Full Phase Curve Noise Estimate 1.8225-1.865um,Full Phase Curve Noise Estimate 1.865-1.9075um,Full Phase Curve Noise Estimate 1.9075-1.95um
394,TOI-421c,4.398892416213538e-06,4.51402485716577e-06,4.633728884046981e-06,4.757639990176938e-06,4.885450354811073e-06,5.016897846459386e-06,5.15175749749815e-06,5.2898348271296985e-06,5.430960562365197e-06,5.574986427492058e-06,5.721781758124263e-06,5.871230757395371e-06,6.023230256473468e-06,6.17768787431453e-06,6.334520495834682e-06,6.49365300583195e-06,6.655017229688833e-06,6.81855104231216e-06,6.984197614765403e-06,7.151904774228306e-06
395,TOI-700c,7.553647918711e-06,7.59047462255006e-06,7.642659410004242e-06,7.708227856657075e-06,7.785562428321678e-06,7.873325751664896e-06,7.970402683611035e-06,8.07585606179567e-06,8.188892539523277e-06,8.308835942576634e-06,8.435106298376935e-06,8.567203186693143e-06,8.70469241431924e-06,8.847195269312367e-06,8.99437979388932e-06,9.14595364947763e-06,9.301658246827259e-06,9.461263888295133e-06,9.624565725297159e-06,9.791380376347636e-06
396,TOI-451d,6.720946603243352e-06,6.907060459004977e-06,7.099876313256225e-06,7.2988914116391295e-06,7.503679831161622e-06,7.713877720882134e-06,7.929171834440225e-06,8.14929053006592e-06,8.373996640788674e-06,8.603081776836503e-06,8.836361735384983e-06,9.073672774206316e-06,9.314868564973184e-06,9.559817685491558e-06,9.80840154245036e-06,1.0060512640487989e-05,1.0316053131683067e-05,1.0574933593527973e-05,1.0837071994164754e-05,1.110239281195718e-05
397,NGTS-2b,1.51196970218568e-05,1.5614397252171852e-05,1.612249732105542e-05,1.664320970121307e-05,1.7175858581898534e-05,1.7719859217049483e-05,1.827470175229919e-05,1.8839938435356727e-05,1.9415173409750687e-05,2.000005450086533e-05,2.059426655279659e-05,2.119752598292712e-05,2.180957630049803e-05,2.2430184394185004e-05,2.3059137437571307e-05,2.3696240294486415e-05,2.434131333133622e-05,2.4994190562824118e-05,2.5654718072355407e-05,2.6322752659995452e-05
398,WASP-89b,3.7636064260707205e-05,3.856701889498667e-05,3.953872178754638e-05,4.054774732801406e-05,4.159121070616954e-05,4.266666207837868e-05,4.3772004682618246e-05,4.4905430828923336e-05,4.606537138416213e-05,4.725045555148095e-05,4.845947858068345e-05,4.969137564459294e-05,5.094520055035244e-05,5.2220108272421124e-05,5.351534052918248e-05,5.483021380070621e-05,5.616410931757859e-05,5.751646465129541e-05,5.8886766613774324e-05,6.0274545233002884e-05
399,WASP-161b,1.3466075379950875e-05,1.390182734803771e-05,1.4349600740631873e-05,1.4808674930824145e-05,1.5278432177763264e-05,1.5758338547085372e-05,1.6247928978335188e-05,1.6746795483214946e-05,1.7254577733034438e-05,1.7770955487728974e-05,1.8295642457634323e-05,1.8828381289718396e-05,1.936893944355205e-05,1.991710577671659e-05,2.0472687699987048e-05,2.103550879324832e-05,2.1605406796378447e-05,2.2182231907159592e-05,2.2765845332045838e-05,2.3356118046317104e-05
400,WASP-68b,1.015741686541388e-05,1.0460703770747765e-05,1.0773579046271801e-05,1.109538981580029e-05,1.1425580178482947e-05,1.1763672861582628e-05,1.2109254918810035e-05,1.2461966470935811e-05,1.282149175936368e-05,1.3187551976148922e-05,1.3559899471383204e-05,1.3938313038011666e-05,1.432259404647759e-05,1.4712563254902691e-05,1.510805816020181e-05,1.5508930785343712e-05,1.591504582056748e-05,1.6326279053623222e-05,1.6742516037399315e-05,1.716365095360384e-05
401,TOI-904b,9.069017199094351e-06,9.159812964259001e-06,9.26625618424517e-06,9.386475644153539e-06,9.518929158791316e-06,9.662334325089904e-06,9.815615928124308e-06,9.97786554214958e-06,1.0148310173251682e-05,1.0326287683138881e-05,1.0511227353346722e-05,1.0702634385060923e-05,1.0900077440246536e-05,1.1103178553490422e-05,1.1311604906935142e-05,1.1525062080612629e-05,1.1743288479599806e-05,1.1966050706227767e-05,1.2193139696098456e-05,1.2424367475170993e-05
402,KELT-8b,1.157300980224471e-05,1.1908091878871622e-05,1.2254344337740792e-05,1.2610974026884281e-05,1.2977307080471358e-05,1.3352766201848579e-05,1.3736852980134238e-05,1.4129133986891745e-05,1.4529229742961212e-05,1.4936805886957455e-05,1.5351566048810173e-05,1.5773246055545784e-05,1.620160918673307e-05,1.6636442263439648e-05,1.707755240394334e-05,1.752476431650778e-05,1.797791802759703e-05,1.8436866965319367e-05,1.8901476334368786e-05,1.937162173149637e-05
403,Qatar-5b,3.5515282042423645e-05,3.654210381846543e-05,3.76032412030744e-05,3.869625304119792e-05,3.9819065518160897e-05,4.0969902182406825e-05,4.2147229477007724e-05,4.334971391716143e-05,4.457618810979172e-05,4.582562355544488e-05,4.7097108702334304e-05,4.8389831103961e-05,4.970306280975227e-05,5.103614832283388e-05,5.238849461124889e-05,5.3759562773132706e-05,5.5148861042819064e-05,5.6555938890824926e-05,5.7980382021425565e-05,5.9421808110847776e-05
404,HATS-13b,5.099376905112765e-05,5.239694951073906e-05,5.3851216896749716e-05,5.535271080323085e-05,5.689816201825283e-05,5.8484778823353544e-05,6.0110158674778875e-05,6.177221890534427e-05,6.34691418392808e-05,6.519933094193302e-05,6.696137549957846e-05,6.875402195263097e-05,7.057615046219698e-05,7.242675562558963e-05,7.430493050556912e-05,7.620985332473475e-05,7.814077631760096e-05,8.009701634040425e-05,8.207794692129232e-05,8.40829914974431e-05
405,TOI-1518b,1.0868381323487152e-05,1.1259507881816874e-05,1.1659742927082371e-05,1.2068646744330496e-05,1.2485837788120938e-05,1.2910982279476896e-05,1.3343786009783951e-05,1.3783987821257474e-05,1.423135437449051e-05,1.4685675913777884e-05,1.5146762813032484e-05,1.561444273762271e-05,1.6088558296113495e-05,1.656896508462451e-05,1.705553004808598e-05,1.7548130098995777e-05,1.8046650946750285e-05,1.855098610021016e-05,1.9061036013602395e-05,1.9576707351664218e-05
406,KOI-94d,1.1310199241069766e-05,1.1664202853558968e-05,1.2028533867376641e-05,1.2402537466580204e-05,1.2785654004325343e-05,1.3177401197204201e-05,1.3577360214042937e-05,1.3985164699901177e-05,1.4400492036374078e-05,1.4823056322951027e-05,1.5252602695389678e-05,1.568890269191094e-05,1.6131750447352415e-05,1.658095954661697e-05,1.703636040694018e-05,1.749779808723242e-05,1.796513044456668e-05,1.8438226574570665e-05,1.891696548535502e-05,1.9401234964603485e-05
407,WASP-8b,6.295482867977318e-06,6.471822645686778e-06,6.654387675806847e-06,6.842717233044941e-06,7.036420726074032e-06,7.2351642536332465e-06,7.438660154197619e-06,7.646658800597869e-06,7.858942096932558e-06,8.075318279638608e-06,8.29561772732548e-06,8.519689557900491e-06,8.747398845307392e-06,8.978624327758714e-06,9.213256508726484e-06,9.451196073980594e-06,9.692352564623461e-06,9.936643258769177e-06,1.0183992224277535e-05,1.0434329512508124e-05
408,WASP-3b,1.8941957109818308e-05,1.9554904450237093e-05,2.0184761640110286e-05,2.0830515014830985e-05,2.14912956337183e-05,2.216635244187803e-05,2.2855031265399158e-05,2.3556758210506447e-05,2.4271026423465387e-05,2.499738544091534e-05,2.5735432555579866e-05,2.6484805763685876e-05,2.7245177963928005e-05,2.801625215435683e-05,2.8797757430738086e-05,2.9589445632998467e-05,3.0391088519116137e-05,3.1202475370889615e-05,3.202341095538578e-05,3.285371378091943e-05
409,WASP-186b,1.3596819567513346e-05,1.4034306257053607e-05,1.4483977178616778e-05,1.4945094641836499e-05,1.5417026616601052e-05,1.5899227108032966e-05,1.6391220801743943e-05,1.689259093203601e-05,1.7402969608905543e-05,1.792203003975e-05,1.84494802247874e-05,1.898505780878534e-05,1.9528525847511246e-05,2.0079669303367403e-05,2.0638292126528237e-05,2.1204214809421728e-05,2.1777272326357667e-05,2.235731238845151e-05,2.2944193958159635e-05,2.3537785978749812e-05
410,WASP-175b,4.152697406175438e-05,4.283652945748611e-05,4.418380808845849e-05,4.5566447090750886e-05,4.6982425704659395e-05,4.84300013913705e-05,4.990765990309074e-05,5.1414075873625944e-05,5.2948081427235995e-05,5.450864096044008e-05,5.609483072088324e-05,5.770582214684309e-05,5.934086817918485e-05,6.099929194093943e-05,6.268047731648377e-05,6.438386106526535e-05,6.610892618320982e-05,6.78551962847832e-05,6.962223082484847e-05,7.140962101530727e-05
411,WASP-164b,4.645170052342625e-05,4.781085724313773e-05,4.9214508925350884e-05,5.065953989505046e-05,5.214330113852203e-05,5.36635216258366e-05,5.521823925022522e-05,5.680574650604358e-05,5.842454736241654e-05,6.0073322728535376e-05,6.175090257525336e-05,6.34562432595858e-05,6.518840895004097e-05,6.694655630946088e-05,6.872992178454695e-05,7.053781099573506e-05,7.236958983052966e-05,7.42246769269443e-05,7.610253729799747e-05,7.800267689803172e-05
412,HAT-P-38b,2.5625789112486905e-05,2.6297399065963044e-05,2.6995614622224055e-05,2.77183173120402e-05,2.846371799072895e-05,2.92302929655825e-05,3.0016734474952383e-05,3.082191190187631e-05,3.164484110730917e-05,3.248465996930739e-05,3.334060871174829e-05,3.421201396304607e-05,3.509827574442448e-05,3.599885677741402e-05,3.691327364115078e-05,3.784108941546116e-05,3.87819075252885e-05,3.9735366562565476e-05,4.070113590809487e-05,4.167891201189507e-05
413,HD332231b,2.4990826450198464e-06,2.57610765956057e-06,2.6554392011389242e-06,2.7369274269678937e-06,2.8204444362424873e-06,2.905880149237106e-06,2.9931390902007188e-06,3.08213785092194e-06,3.172803072520144e-06,3.2650698257911216e-06,3.35888030097056e-06,3.4541827398365e-06,3.550930559185274e-06,3.649081626607088e-06,3.74859765835135e-06,3.8494437157374136e-06,3.951587781624394e-06,4.055000402320838e-06,4.1596543832966525e-06,4.265524529373361e-06
414,WASP-144b,5.911837419282344e-05,6.0612032854882594e-05,6.216872792699377e-05,6.37832598031989e-05,6.54512453266858e-05,6.716895851815582e-05,6.893320725459073e-05,7.074123680168261e-05,7.259065363263643e-05,7.447936473356073e-05,7.640552884718757e-05,7.83675170037871e-05,8.0363880338675e-05,8.239332367248041e-05,8.445468368334116e-05,8.654691076397946e-05,8.866905385554482e-05,9.082024770134156e-05,9.299970207949038e-05,9.52066926630652e-05
415,TOI-125c,8.785230108147353e-06,9.014855538368918e-06,9.253620117304663e-06,9.500794162481872e-06,9.755761511222972e-06,1.0017997493714866e-05,1.0287051857062962e-05,1.0562535392135943e-05,1.0844109360932194e-05,1.1131477064238849e-05,1.142437706095e-05,1.1722577673558813e-05,1.202587250373683e-05,1.2334076747502373e-05,1.2647024148090617e-05,1.2964564460998467e-05,1.3286561333123465e-05,1.361289051879938e-05,1.3943438371553266e-05,1.4278100562787245e-05
416,WASP-75b,2.4660564350019734e-05,2.5422051313944777e-05,2.6206269062610163e-05,2.701174514911534e-05,2.783722255087965e-05,2.8681619229272942e-05,2.9543996555749497e-05,3.0423534416137716e-05,3.131951139975749e-05,3.2231288899468344e-05,3.3158298248205324e-05,3.4100030233899194e-05,3.5056026492726596e-05,3.602587239728476e-05,3.7009191143241376e-05,3.800563880340377e-05,3.901490016777764e-05,4.0036685226129535e-05,4.107072617882486e-05,4.211677488441756e-05
417,HAT-P-40b,1.612241667629942e-05,1.661857057041279e-05,1.7129620639779127e-05,1.7654596871895707e-05,1.8192671399418915e-05,1.8743131794147122e-05,1.9305360219742526e-05,1.9878816996473368e-05,2.046302752480003e-05,2.1057571791990792e-05,2.1662075883944338e-05,2.2276205067412817e-05,2.2899658112286457e-05,2.3532162600692524e-05,2.417347102712214e-05,2.4823357537005037e-05,2.5481615183937376e-05,2.6148053610831894e-05,2.6822497079584154e-05,2.7504782788842728e-05
418,WASP-66b,2.1360610953421357e-05,2.2071114389967634e-05,2.280034922527605e-05,2.3547247745730574e-05,2.431089217387798e-05,2.50904870874173e-05,2.588533779955252e-05,2.6694833246629076e-05,2.751843232024412e-05,2.8355652857919593e-05,2.920606270486177e-05,3.0069272403198586e-05,3.0944929170547734e-05,3.183271190785403e-05,3.273232703482568e-05,3.364350499533773e-05,3.4565997308689095e-05,3.54995740682941e-05,3.6444021809257225e-05,3.739914168173331e-05
419,WASP-17b,1.9730883939163296e-05,2.0391444945965104e-05,2.1069237800217737e-05,2.1763292374111786e-05,2.2472774204471956e-05,2.319695958723537e-05,2.3935216047606018e-05,2.4686986876130495e-05,2.545177877302886e-05,2.6229151892377154e-05,2.7018711756429857e-05,2.7820102639967107e-05,2.8633002119582e-05,2.945711655320648e-05,3.0292177307820614e-05,3.113793759300768e-05,3.1994169788253815e-05,3.2860663175076866e-05,3.373722200300017e-05,3.462366383233899e-05
420,WASP-79b,1.2793343961837544e-05,1.3218880238380616e-05,1.365563516535335e-05,1.4102969265375043e-05,1.4560332861160477e-05,1.5027249556640578e-05,1.5503303288475836e-05,1.598812807708204e-05,1.6481399840627754e-05,1.6982829801304104e-05,1.74921591320142e-05,1.8009154577795124e-05,1.8533604849448708e-05,1.906531763362457e-05,1.9604117098570448e-05,2.0149841801140777e-05,2.0702342920729067e-05,2.126148276117879e-05,2.1827133473626526e-05,2.2399175962486874e-05
421,WASP-14b,1.2271075031929071e-05,1.2672403871926206e-05,1.308461091973595e-05,1.3507056363393844e-05,1.3939191175495763e-05,1.4380540328775612e-05,1.4830689652113292e-05,1.5289275436483065e-05,1.5755976140568025e-05,1.6230505715606035e-05,1.6712608190636435e-05,1.720205324740711e-05,1.7698632578723207e-05,1.8202156871755782e-05,1.87124532934986e-05,1.9229363382445386e-05,1.975274127100701e-05,2.028245217885304e-05,2.0818371129466314e-05,2.1360381851609234e-05
422,HD219666b,7.197828184611649e-06,7.396076078614461e-06,7.601529948725047e-06,7.813645861222486e-06,8.031963156044005e-06,8.256088434060407e-06,8.485683118456657e-06,8.720453694581403e-06,8.96014397949477e-06,9.204528945544595e-06,9.453409745271367e-06,9.70660967336325e-06,9.963970865688661e-06,1.0225351582694586e-05,1.0490623959544182e-05,1.0759672131651793e-05,1.1032390664144377e-05,1.1308683228919139e-05,1.158846148460013e-05,1.1871644123695395e-05
423,WASP-120b,1.6554632280771046e-05,1.7094163242474462e-05,1.764840342597235e-05,1.821648220790603e-05,1.8797652755314322e-05,1.9391269115887914e-05,1.9996768280687868e-05,2.061365600230691e-05,2.124149547991871e-05,2.187989825485122e-05,2.2528516826537125e-05,2.3187038619081908e-05,2.3855181016853092e-05,2.453268725271256e-05,2.521932298123851e-05,2.5914873406002137e-05,2.6619140857886695e-05,2.7331942742826133e-05,2.805310979386586e-05,2.8782484575293506e-05
424,HATS-7b,3.614731394130119e-05,3.6999853142600026e-05,3.7892876260165775e-05,3.882284359645394e-05,3.9786780527500375e-05,4.078216617687302e-05,4.180684741623155e-05,4.2858971739665556e-05,4.3936934364505215e-05,4.50393361698073e-05,4.616494997274118e-05,4.731269327895486e-05,4.848160610310387e-05,4.9670832792257054e-05,5.087960703358196e-05,5.210723941321494e-05,5.335310703287125e-05,5.461664479673955e-05,5.5897338062323385e-05,5.719471641141697e-05
425,HAT-P-34b,1.099931177835231e-05,1.1357384883511394e-05,1.1725238419069674e-05,1.2102292317182003e-05,1.2488049041961899e-05,1.2882078310444792e-05,1.3284005130549192e-05,1.3693500344043248e-05,1.4110273081711548e-05,1.4534064692849842e-05,1.4964643822119526e-05,1.5401802387114776e-05,1.5845352268813656e-05,1.6295122570592794e-05,1.6750957333989027e-05,1.7212713623884534e-05,1.7680259914417385e-05,1.8153474721185997e-05,1.8632245436337978e-05,1.911646733170118e-05
426,HATS-30b,3.101743661902324e-05,3.194909234983323e-05,3.290990356949184e-05,3.38979018569092e-05,3.491141042677192e-05,3.594898902682367e-05,3.7009390973422526e-05,3.809152931762084e-05,3.91944499547285e-05,4.0317310068059994e-05,4.145936070951432e-05,4.261993261688651e-05,4.379842458471541e-05,4.499429386538687e-05,4.620704819629172e-05,4.743623913830234e-05,4.868145647865754e-05,4.9942323503157846e-05,5.1218492982488724e-05,5.2509643748437364e-05
427,TOI-561c,6.239087074282774e-06,6.404435718407387e-06,6.576209429611353e-06,6.753902411797507e-06,6.9370872417902155e-06,7.125399696997928e-06,7.318526987268203e-06,7.516198534033232e-06,7.718178676993284e-06,7.924260854608444e-06,8.134262922433293e-06,8.348023357886448e-06,8.565398161459434e-06,8.786258309445684e-06,9.010487646692927e-06,9.237981132891909e-06,9.468643374800228e-06,9.702387391174909e-06,9.939133568220458e-06,1.0178808771885575e-05
428,TOI-905b,1.6867400834724526e-05,1.7336651072279685e-05,1.7822664218077956e-05,1.8324189572095102e-05,1.8840167269215988e-05,1.9369691651290552e-05,1.9911982803156823e-05,2.0466364209304707e-05,2.103224505044329e-05,2.160910605388749e-05,2.2196488092153936e-05,2.279398292590645e-05,2.3401225634172887e-05,2.4017888382666148e-05,2.464367526118054e-05,2.5278317981089157e-05,2.5921572269383012e-05,2.6573214830306384e-05,2.723304077224511e-05,2.790086141810829e-05
429,WASP-34b,1.2597574990129694e-05,1.2958237632380765e-05,1.3331159747181935e-05,1.3715458139186925e-05,1.4110383007343926e-05,1.451529248320405e-05,1.492963282061005e-05,1.535292282738047e-05,1.5784741516397577e-05,1.6224718225183465e-05,1.667252464635473e-05,1.7127868350552695e-05,1.759048748483255e-05,1.806014640410875e-05,1.8536632048718457e-05,1.9019750922767685e-05,1.9509326559414373e-05,2.0005197383262745e-05,2.0507214898519768e-05,2.101524214587113e-05
430,WASP-67b,2.0551534979576203e-05,2.1070780961218606e-05,2.161194051886609e-05,2.2173206094628467e-05,2.2753053955795277e-05,2.335018882666019e-05,2.3963501017913193e-05,2.4592032891269014e-05,2.523495237632107e-05,2.5891531871054052e-05,2.656113129252143e-05,2.7243184356063974e-05,2.7937187387593087e-05,2.864269013920348e-05,2.9359288201094135e-05,3.0086616694477748e-05,3.082434499931442e-05,3.1572172323278736e-05,3.232982395867086e-05,3.3097048105092655e-05
431,WASP-11b,1.6488935061445105e-05,1.6851760609055728e-05,1.723395756705369e-05,1.763374568445831e-05,1.8049632977444357e-05,1.8480358435346643e-05,1.892484785437912e-05,1.9382179433219204e-05,1.9851556711785473e-05,2.0332287093233187e-05,2.082376465349089e-05,2.1325456274059605e-05,2.183689037312688e-05,2.2357647684778104e-05,2.2887353664979633e-05,2.342567219899272e-05,2.3972300357018245e-05,2.452696399954295e-05,2.508941407563644e-05,2.5659423489606626e-05
432,HAT-P-41b,1.9140747363618823e-05,1.9759231042342317e-05,2.0394818477442514e-05,2.104648176528619e-05,2.1713339879851213e-05,2.2394631424164917e-05,2.3089693305963985e-05,2.37979438855869e-05,2.4518869536475092e-05,2.5252013835890324e-05,2.5996968801828643e-05,2.6753367735727804e-05,2.752087933569826e-05,2.8299202822749787e-05,2.908806388054593e-05,2.988721125295703e-05,3.0696413876932365e-05,3.151545845367405e-05,3.234414738076093e-05,3.318229698315298e-05
433,HAT-P-43b,4.777515522575958e-05,4.912681592997334e-05,5.052537406977853e-05,5.1967400678426465e-05,5.344998692792121e-05,5.4970644615373284e-05,5.6527228775950125e-05,5.811787689600073e-05,5.97409607186646e-05,6.139504770044153e-05,6.30788699354309e-05,6.479129890972124e-05,6.653132484572781e-05,6.829803968854988e-05,7.009062300359582e-05,7.19083302175582e-05,7.375048275802819e-05,7.561645974098559e-05,7.750569092764093e-05,7.941765072802581e-05
434,HAT-P-23b,4.531664344913072e-05,4.666821578828714e-05,4.806260057360337e-05,4.9496878035900946e-05,5.096856230277747e-05,5.247551928714969e-05,5.401590268467404e-05,5.558810358842793e-05,5.7190710455921225e-05,5.882247702673658e-05,6.0482296404413635e-05,6.216917996005159e-05,6.388224003889888e-05,6.562067568985284e-05,6.738376081545765e-05,6.917083427343723e-05,7.098129156194373e-05,7.28145777979525e-05,7.467018175773004e-05,7.654763079442394e-05
435,TOI-2158b,8.92412316587426e-06,9.178146667078357e-06,9.440891448280547e-06,9.711724632256467e-06,9.990109132035818e-06,1.0275585345969939e-05,1.0567756919196174e-05,1.0866279556641732e-05,1.117085215141296e-05,1.1481209688120944e-05,1.1797117519911102e-05,1.2118366718195654e-05,1.2444770267072395e-05,1.2776159928113652e-05,1.3112383641119868e-05,1.3453303356362723e-05,1.3798793216493183e-05,1.4148738023564636e-05,1.450303193990681e-05,1.486157738187189e-05
436,WASP-44b,4.932848492444673e-05,5.065204069272033e-05,5.202593775593232e-05,5.3446264404758744e-05,5.490971279708442e-05,5.6413462299941116e-05,5.795508896318227e-05,5.953249455630635e-05,6.114385041539428e-05,6.278755261879329e-05,6.44621859126328e-05,6.616649445553074e-05,6.78993579228792e-05,6.965977185697102e-05,7.144683140578056e-05,7.325971778525681e-05,7.50976869450602e-05,7.696006002813197e-05,7.884621529929296e-05,8.075558128362813e-05
437,WASP-55b,2.247912793454092e-05,2.314893911148123e-05,2.3840001572577137e-05,2.4550864072287578e-05,2.5280291115471537e-05,2.6027222119879943e-05,2.6790739586339856e-05,2.7570044042127792e-05,2.8364434133354945e-05,2.917329067165999e-05,2.9996063746623332e-05,3.0832262236126605e-05,3.168144520795579e-05,3.254321482466206e-05,3.341721045206997e-05,3.4303103738200166e-05,3.52005944796822e-05,3.610940713115548e-05,3.702928784274709e-05,3.796000193365398e-05
438,WASP-156b,1.828323584570374e-05,1.87030224856169e-05,1.9143673030350655e-05,1.960332594363519e-05,2.008041858005439e-05,2.0573628091878252e-05,2.1081825817917864e-05,2.1604041710766516e-05,2.213943632452939e-05,2.268727855768038e-05,2.324692782036017e-05,2.381781963465443e-05,2.4399453921662527e-05,2.499138540843363e-05,2.5593215720227225e-05,2.620458682223532e-05,2.6825175549144077e-05,2.7454689017224554e-05,2.8092860756714743e-05,2.87394474354364e-05
439,WASP-49b,2.0796053144976466e-05,2.1378561503068065e-05,2.198163391997562e-05,2.2603748468331404e-05,2.3243614896352485e-05,2.390013021821364e-05,2.4572344193165056e-05,2.5259432220459222e-05,2.5960673857510226e-05,2.6675435646117536e-05,2.7403157270968386e-05,2.814334031882207e-05,2.889553908448087e-05,2.9659353000326766e-05,3.0434420363268412e-05,3.122041310569753e-05,3.201703241208545e-05,3.282400502480098e-05,3.3641080114979e-05,3.446802661922471e-05
440,TrES-4b,2.3949284456521544e-05,2.4712288183309796e-05,2.549689639478365e-05,2.6301778720011486e-05,2.7125796370924262e-05,2.7967966462804895e-05,2.8827434113082423e-05,2.9703450407740093e-05,3.059535484198903e-05,3.1502561207120744e-05,3.2424546156628034e-05,3.3360839873641865e-05,3.431101839996643e-05,3.527469728915261e-05,3.6251526322299195e-05,3.7241185082680584e-05,3.8243379228917765e-05,3.925783733979491e-05,4.0284308229595604e-05,4.13225586528505e-05
441,HD89345b,4.174725220428365e-06,4.292238846504597e-06,4.413865759117829e-06,4.539303339373072e-06,4.6682949553278715e-06,4.800621155082683e-06,4.936092819518215e-06,5.074545784919382e-06,5.215836580395062e-06,5.359839019521161e-06,5.506441452839534e-06,5.655544536209495e-06,5.807059405210597e-06,5.960906171686042e-06,6.117012677750847e-06,6.275313457008556e-06,6.435748863628858e-06,6.5982643382553466e-06,6.762809786106861e-06,6.929339047584724e-06
442,GJ1252b,2.7535567825103868e-05,2.7668308092428705e-05,2.7857130296750854e-05,2.8094819637518653e-05,2.837546580072267e-05,2.869418244000916e-05,2.904689539844613e-05,2.9430180953927272e-05,2.9841140935485634e-05,3.027730533937755e-05,3.0736555682060585e-05,3.121706415101045e-05,3.171724490602728e-05,3.2235714809473994e-05,3.277126153488263e-05,3.332281749477508e-05,3.388943839200575e-05,3.447028547023383e-05,3.506461074343059e-05,3.5671744639422515e-05
443,WASP-23b,3.24290136897861e-05,3.323613084041638e-05,3.407820327525722e-05,3.495230828680559e-05,3.585598386511809e-05,3.678713862215622e-05,3.7743982084217796e-05,3.872497019053503e-05,3.972876227348276e-05,4.0754186799662954e-05,4.1800213861535245e-05,4.286593291824117e-05,4.395053465316919e-05,4.505329608604844e-05,4.6173568277357185e-05,4.731076611222523e-05,4.8464359763627474e-05,4.963386752024815e-05,5.081884972997765e-05,5.201890366061114e-05
444,HD108236d,3.5767697134336956e-06,3.679818244632037e-06,3.7863315950298223e-06,3.8960621562060384e-06,4.0087996293338825e-06,4.1243639127174905e-06,4.242599566481267e-06,4.363371461409153e-06,4.486561326708448e-06,4.612064987195103e-06,4.73979013429061e-06,4.8696545140408966e-06,5.001584443647958e-06,5.1355135888222165e-06,5.271381949741597e-06,5.40913501501543e-06,5.548723051842453e-06,5.690100507259266e-06,5.833225500535693e-06,5.978059390769812e-06
445,WASP-113b,2.185444171184785e-05,2.2504409578062184e-05,2.317506624089986e-05,2.3864995104408387e-05,2.457299033941598e-05,2.5298016972728338e-05,2.6039179782312338e-05,2.6795698813432234e-05,2.756688992765686e-05,2.8352149216681097e-05,2.91509404122634e-05,2.9962784639497925e-05,3.078725201813249e-05,3.1623954732711595e-05,3.2472541278721555e-05,3.3332691656803105e-05,3.42041133362731e-05,3.508653784675281e-05,3.59797178856212e-05,3.6883424851431026e-05
446,L98-59c,7.590379742310085e-06,7.620937235588029e-06,7.667345455683954e-06,7.727545170071791e-06,7.799850971470401e-06,7.882870633653921e-06,7.975444284104446e-06,8.076597984129709e-06,8.185507918884827e-06,8.30147249406455e-06,8.42389039010891e-06,8.552243151581845e-06,8.686081262180747e-06,8.825012922813408e-06,8.96869494353139e-06,9.116825301610512e-06,9.269137022655374e-06,9.42539311962019e-06,9.585382383349262e-06,9.748915862784746e-06
447,HAT-P-18b,2.12625103896623e-05,2.1730942692951346e-05,2.2224334017781254e-05,2.2740392450794795e-05,2.327719711106673e-05,2.3833124416968793e-05,2.4406791245426787e-05,2.499701065293929e-05,2.5602757046285777e-05,2.622313853830801e-05,2.6857374821520332e-05,2.750477931870068e-05,2.8164744677560284e-05,2.8836730901421973e-05,2.9520255573692592e-05,3.0214885757428744e-05,3.09202312441296e-05,3.163593889624522e-05,3.236168788165402e-05,3.309718563974919e-05
448,HAT-P-7b,1.8786205908977233e-05,1.939768808441107e-05,2.0025876239523318e-05,2.0669779307681885e-05,2.1328547242687417e-05,2.2001444910783567e-05,2.2687831650733178e-05,2.3387145114400444e-05,2.4098888374841272e-05,2.4822619553662084e-05,2.5557943408924856e-05,2.630450446213146e-05,2.7061981343330274e-05,2.7830082107735575e-05,2.8608540332792345e-05,2.939711184647322e-05,3.0195571969420355e-05,3.10037131779238e-05,3.18213431135618e-05,3.2648282879967514e-05
449,KELT-2Ab,5.463266891835015e-06,5.638165395860791e-06,5.817976207633657e-06,6.0023993119743454e-06,6.191177785126027e-06,6.38408978003254e-06,6.580942257261238e-06,6.781566033089656e-06,6.985811832213565e-06,7.193547114411323e-06,7.404653503059156e-06,7.619024685768801e-06,7.836564688427294e-06,8.057186446838931e-06,8.280810617280318e-06,8.507364580164898e-06,8.736781600805218e-06,8.969000118757207e-06,9.203963143018256e-06,9.44161773484699e-06
