,Planet Name,Noise Estimate 1.1-1.1425um,Noise Estimate 1.1425-1.185um,Noise Estimate 1.185-1.2275um,Noise Estimate 1.2275-1.27um,Noise Estimate 1.27-1.3125um,Noise Estimate 1.3125-1.355um,Noise Estimate 1.355-1.3975um,Noise Estimate 1.3975-1.44um,Noise Estimate 1.44-1.4825um,Noise Estimate 1.4825-1.525um,Noise Estimate 1.525-1.5675um,Noise Estimate 1.5675-1.61um,Noise Estimate 1.61-1.6525um,Noise Estimate 1.6525-1.695um,Noise Estimate 1.695-1.7375um,Noise Estimate 1.7375-1.78um,Noise Estimate 1.78-1.8225um,Noise Estimate 1.8225-1.865um,Noise Estimate 1.865-1.9075um,Noise Estimate 1.9075-1.95um
324,GJ1132b,4.309992379072415e-05,4.3150834683564465e-05,4.3300066348444705e-05,4.353442214616201e-05,4.3843134821265046e-05,4.4217336531266484e-05,4.464966038909444e-05,4.5133937301348816e-05,4.566496276391818e-05,4.623831563664312e-05,4.6850215973519735e-05,4.7497412505228275e-05,4.817709285444298e-05,4.888681133801578e-05,4.9624430491174085e-05,5.038807338398403e-05,5.1176084489791797e-05,5.198699737845807e-05,5.2819507892473606e-05,5.367245175573142e-05
325,HD63433c,6.545096780286663e-06,6.732002093074352e-06,6.925288720305647e-06,7.124495454275442e-06,7.329230811986785e-06,7.539159719655033e-06,7.753993153799582e-06,7.973480001345374e-06,8.197400603637566e-06,8.42556159147526e-06,8.657791719441034e-06,8.89393848065188e-06,9.133865336109509e-06,9.377449431867084e-06,9.624579706246988e-06,9.875155311107819e-06,1.0129084287630456e-05,1.0386282449656773e-05,1.0646672437277726e-05,1.091018291084961e-05
326,HATS-52b,0.0001839011261762057,0.00018949208727386867,0.00019525442778847984,0.00020117678033672684,0.0002072494526971632,0.00021346411217491832,0.0002198135393552186,0.0002262914340811571,0.00023289226116763855,0.0002396111266573678,0.0002464436777747419,0.0002533860214300879,0.00026043465736531803,0.0002675864229456895,0.0002748384472829951,0.00028218811288708483,0.0002896330234306307,0.00029717097650856154,0.00030479994050211593,0.00031251803483470827
327,HATS-57b,0.00010162909209577533,0.00010446741215987389,0.00010740644451881993,0.00011043870933947518,0.00011355786656523526,0.00011675849731203984,0.00012003593396178742,0.0001233861267706892,0.0001268055381628545,0.00013029105823173784,0.00013383993664411203,0.00013744972734414148,0.00014111824333041723,0.00014484351942240065,0.00014862378141072867,0.00015245742034409235,0.00015634297097635622,0.00016027909360412238,0.00016426455868369564,0.00016829823373925036
328,KELT-15b,5.4394876756069284e-05,5.604653585210379e-05,5.774893081906332e-05,5.9498690187287034e-05,6.129293960463285e-05,6.312920814214455e-05,6.500535520168628e-05,6.691951292837568e-05,6.88700404195922e-05,7.085548700059637e-05,7.287456253467526e-05,7.492611323953679e-05,7.700910184947253e-05,7.912259123408459e-05,8.12657307864591e-05,8.343774504555637e-05,8.56379241327792e-05,8.786561567071077e-05,9.012021791985001e-05,9.240117392178958e-05
329,HD202772Ab,1.2559798029147709e-05,1.2958534906450483e-05,1.3368629033794758e-05,1.3789376892234349e-05,1.4220176464892352e-05,1.4660508315991528e-05,1.5109920797480441e-05,1.5568018368780917e-05,1.6034452289997107e-05,1.650891314291935e-05,1.6991124772844116e-05,1.748083934455388e-05,1.79778332791816e-05,1.848190389290581e-05,1.8992866598886818e-05,1.9510552564316404e-05,2.0034806737594867e-05,2.0565486178359263e-05,2.110245863675623e-05,2.164560133896931e-05
330,HATS-10b,0.0001448344091697177,0.00014913371613812346,0.00015357032010455602,0.00015813479506560302,0.00016281911857143807,0.00016761640583819485,0.00017252070254427233,0.00017752682174550178,0.00018263021432422311,0.00018782686518752824,0.00019311320942552143,0.00019848606407967461,0.00020394257222107435,0.00020948015681190998,0.0002150964823993288,0.00022078942312318353,0.00022655703584687867,0.00023239753747074965,0.00023830928568010297,0.0002442907625294011
331,K2-198d,4.853001553947158e-05,4.9760807880162214e-05,5.1043204775852585e-05,5.23729644672683e-05,5.374651058025954e-05,5.5160802398847785e-05,5.6613234406503114e-05,5.810155769270397e-05,5.9623817879555946e-05,6.117830566133269e-05,6.27635170682131e-05,6.437812129560457e-05,6.602093446993646e-05,6.769089810991437e-05,6.938706132961067e-05,7.11085660445442e-05,7.285463460389163e-05,7.462455939513088e-05,7.641769406183711e-05,7.823344604824402e-05
332,HATS-64b,9.650629645798953e-05,9.96968054202902e-05,0.00010297227141905574,0.00010632779588375135,0.00010975917077675801,0.00011326275133286887,0.0001168353563399524,0.00012047418923604135,0.0001241767751092751,0.00012794090996843925,0.00013176461956977846,0.00013564612575106785,0.00013958381871148655,0.00014357623403673346,0.00014762203353862268,0.0001517199891818298,0.00015586896952525208,0.00016006792822408292,0.00016431589423040901,0.0001686119634014612
333,K2-260b,9.0361341123889e-05,9.327134417615864e-05,9.626227308656578e-05,9.932923573310103e-05,0.0001024680403531965,0.00010567506549269688,0.00010894715824824408,0.00011228155386480296,0.00011567581162584878,0.00011912776329886949,0.00012263547134686926,0.00012619719480280267,0.00012981136120614615,0.00013347654337217564,0.0001371914400418238,0.00014095485966886658,0.00014476570675995166,0.00014862297030454738,0.00015252571392576882,0.00015647306745598222
334,WASP-180Ab,5.4472040196250526e-05,5.628390652533246e-05,5.814354009798847e-05,6.0048218120421266e-05,6.199560015347242e-05,6.398365777784033e-05,6.601061946146732e-05,6.807492692102403e-05,7.017520026720223e-05,7.2310209929652e-05,7.447885386342964e-05,7.668013890570345e-05,7.891316542040252e-05,8.117711456762202e-05,8.34712376835016e-05,8.579484736859822e-05,8.814730996824867e-05,9.052803919394264e-05,9.293649068539033e-05,9.537215735237867e-05
335,TOI-674b,6.84916176445251e-05,6.889056420054072e-05,6.942464869020575e-05,7.007670795158562e-05,7.083266604971107e-05,7.168087308441366e-05,7.261160544793105e-05,7.361668371235402e-05,7.468917731600226e-05,7.582317405656976e-05,7.701359850250003e-05,7.825606770682051e-05,7.954677563706455e-05,8.088239990834991e-05,8.226002598347082e-05,8.367708515970274e-05,8.513130351766588e-05,8.662065964681147e-05,8.814334944383551e-05,8.969775664632137e-05
336,TrES-3b,8.36975642555894e-05,8.60681390705544e-05,8.852080802149307e-05,9.104957677043063e-05,9.364935990198188e-05,9.631580706403705e-05,9.904516775938836e-05,0.00010183418513602321,0.00010468001177605087,0.00010758014234522043,0.00011053235928925472,0.0001135346887164631,0.0001165853643000774,0.0001196827975442782,0.00012282555313724227,0.00012601232839898975,0.00012924193604704282,0.0001325132896670304,0.00013582539140157967,0.00013917732146853057
337,WASP-10b,8.275942002356561e-05,8.448552688054e-05,8.631237029953786e-05,8.82303781613748e-05,9.023154331731481e-05,9.230911063067612e-05,9.445733608861464e-05,9.66712994231889e-05,9.89467569252542e-05,0.0001012800247758891,0.00010366788578262846,0.0001061075142341575,0.00010859641490426234,0.00011113237319617988,0.00011371341412600999,0.00011633776837010397,0.00011900384399641534,0.00012171020279886952,0.00012445554038211572,0.00012723866931958357
338,TOI-1789b,3.513958193274887e-05,3.620428618744232e-05,3.730181616382575e-05,3.842998362294352e-05,3.958692328811545e-05,4.07710319443759e-05,4.198092093386949e-05,4.321537873187698e-05,4.447334119179507e-05,4.57538676837847e-05,4.7056121805751966e-05,4.837935567300639e-05,4.972289703213832e-05,5.1086138621066643e-05,5.24685293286141e-05,5.386956680572275e-05,5.5288791255314284e-05,5.672578018502698e-05,5.818014395115912e-05,5.965152195635029e-05
339,KELT-1b,4.988310433213776e-05,5.154146992838636e-05,5.324359308078731e-05,5.498697709297989e-05,5.676947598877146e-05,5.8589229986272334e-05,6.044461492018535e-05,6.23342022097515e-05,6.425672688548247e-05,6.621106183577681e-05,6.819619689885716e-05,7.021122176210978e-05,7.225531187767656e-05,7.43277167858582e-05,7.642775037450866e-05,7.855478270564129e-05,8.070823311888748e-05,8.288756438156574e-05,8.509227770160049e-05,8.73219084556851e-05
340,WASP-107b,4.504325139706526e-05,4.587200690780944e-05,4.6760013535480726e-05,4.770126573561873e-05,4.8690758697398156e-05,4.9724285689298384e-05,5.0798282563769065e-05,5.1909707162190954e-05,5.3055944854635436e-05,5.423473386583831e-05,5.5444105734225676e-05,5.668233745545057e-05,5.7947912728096735e-05,5.923949034901139e-05,6.0555878268496346e-05,6.189601215892997e-05,6.325893760752513e-05,6.464379523813741e-05,6.604980821496336e-05,6.74762716944827e-05
341,WASP-36b,0.00011080793114441401,0.00011414597970031859,0.00011758796679264049,0.00012112690473951773,0.00012475683981313267,0.00012847265701015497,0.00013226992780733619,0.00013614479025529798,0.00014009385366768742,0.00014411412220751598,0.0001482029331305967,0.00015235790649824435,0.00015657690393933708,0.0001608579946080576,0.00016519942690532138,0.00016959960484873746,0.00017405706821618263,0.00017857047577160199,0.00018313859102305085,0.00018776027007263882
342,Kepler-18c,0.00012185686361075518,0.00012506338645138643,0.00012839605454932504,0.00013184486441625496,0.00013540136584327587,0.00013905836084144896,0.00014280967019307254,0.00014664995058108083,0.00015057454998118616,0.00015457939230286715,0.00015866088460649575,0.00016281584190449056,0.0001670414257746772,0.00017133509390951265,0.00017569455838864983,0.00018011775095894353,0.00018460279398094376,0.00018914797598625706,0.00019375173100911748,0.00019841262102469228
343,HAT-P-68b,0.00015495410840356516,0.00015793134717591756,0.000161107201800334,0.000164461947685794,0.00016797912708867204,0.00017164489025293809,0.0001754474893485675,0.00017937688560983397,0.0001834244413277246,0.0001875826761451103,0.00019184507257681799,0.00019620591956971242,0.00020066018571987968,0.00020520341580316687,0.0002098316457749727,0.00021454133250873805,0.0002193292953771993,0.00022419266741131256,0.00022912885425261165,0.00023413549948401034
344,TOI-1807b,4.3064578082800975e-05,4.3984868765351926e-05,4.495675013487899e-05,4.5975391316418674e-05,4.703674790279459e-05,4.8137405106554574e-05,4.9274456951103064e-05,5.044541223793091e-05,5.164812063943793e-05,5.288071408206566e-05,5.414155986286088e-05,5.542922285432149e-05,5.6742434810306026e-05,5.808006926577514e-05,5.9441120876956043e-05,6.0824688311833026e-05,6.222995999864464e-05,6.365620218985896e-05,6.510274891349975e-05,6.656899347170711e-05
345,HAT-P-17b,3.265410421866846e-05,3.349021729937155e-05,3.4360813168729445e-05,3.52630827915001e-05,3.619465664985908e-05,3.715351917991103e-05,3.813794248997099e-05,3.914643448855748e-05,4.017769790302835e-05,4.1230597615702594e-05,4.230413441441071e-05,4.339742373497892e-05,4.45096783217741e-05,4.564019398804324e-05,4.6788337847105726e-05,4.7953538526986933e-05,4.9135277987853626e-05,5.033308464280879e-05,5.154652754486802e-05,5.2775211451019877e-05
346,HATS-45b,0.00015624720004664275,0.00016133944254861303,0.00016657051475584475,0.00017193219948418174,0.00017741744791749162,0.00018302016337914742,0.00018873503203500178,0.00019455738904126918,0.00020048311175089025,0.0002065085337834336,0.0002126303753323934,0.00021884568621998907,0.00022515179904168293,0.00023154629035817935,0.00023802694835254527,0.00024459174571665244,0.00025123881679468314,0.00025796643821331903,0.0002647730123842074,0.0002716570533855333
347,TOI-1728b,6.337163149001547e-05,6.419599773815023e-05,6.511958309379722e-05,6.613111264152704e-05,6.722125929289424e-05,6.83822391979937e-05,6.960750336064951e-05,7.089149996222689e-05,7.222948929319568e-05,7.361739827016415e-05,7.505170505408635e-05,7.652934678273931e-05,7.804764521523189e-05,7.96042463763178e-05,8.119707123084809e-05,8.282427511431519e-05,8.448421416373559e-05,8.617541738269859e-05,8.789656326975515e-05,8.964646016497022e-05
348,HAT-P-3b,7.092591321636257e-05,7.270993851626252e-05,7.456983405789763e-05,7.649931609247743e-05,7.849308869450425e-05,8.05466509283088e-05,8.265614756376023e-05,8.481825231650786e-05,8.703007565492946e-05,8.928909135860705e-05,9.15930775300632e-05,9.394006884868829e-05,9.632831764403532e-05,9.875626194328201e-05,0.0001012224990752729,0.00010372576373306027,0.0001062649096377872,0.00010883889412988953,0.00011144676515396524,0.00011408765021200713
349,WASP-95b,3.2287115659486414e-05,3.323631314746237e-05,3.421633172210399e-05,3.5225026991599455e-05,3.626057513834059e-05,3.732141206284386e-05,3.840618597996145e-05,3.951372012420885e-05,4.064298313567868e-05,4.179306534121646e-05,4.2963159603721774e-05,4.4152545742752245e-05,4.536057777043117e-05,4.65866733640627e-05,4.783030512885634e-05,4.9090993303258946e-05,5.0368299634464724e-05,5.16618222089846e-05,5.297119106727575e-05,5.42960644656202e-05
350,HATS-31b,9.634258164822854e-05,9.929219172678192e-05,0.00010233114048284013,0.00010545356430754104,0.00010865446091786868,0.00011192952733229206,0.00011527503342293166,0.00011868772225262778,0.0001221647307984159,0.00012570352634912275,0.00012930185506818305,0.00013295770008182984,0.00013666924708747276,0.00014043485594533638,0.0001442530370653737,0.00014812243166380614,0.00015204179516266225,0.00015600998315781384,0.0001600259394982774,0.00016408868611052425
351,KELT-19Ab,3.069180945075376e-05,3.18170151601331e-05,3.2967711905720035e-05,3.4142722402553934e-05,3.534102240564866e-05,3.656171356098591e-05,3.7804001986479475e-05,3.9067181211324494e-05,4.035061846526755e-05,4.165374356785489e-05,4.297603985403907e-05,4.4317036708340485e-05,4.5676303379840544e-05,4.70534438247463e-05,4.84480923792185e-05,4.9859910107541845e-05,5.1288581703125245e-05,5.273381284476364e-05,5.419532792996555e-05,5.567286812227522e-05
352,WASP-87b,4.684623757244367e-05,4.8373000304528354e-05,4.994138713837517e-05,5.1548934387204195e-05,5.319352866584726e-05,5.487334206083406e-05,5.65867813715388e-05,5.8332447978465274e-05,6.010910582424084e-05,6.191565564994332e-05,6.375111409974477e-05,6.561459664752792e-05,6.750530354861489e-05,6.942250820430213e-05,7.136554746477651e-05,7.33338134998934e-05,7.532674694631282e-05,7.734383110001796e-05,7.938458697000289e-05,8.144856904526751e-05
353,Kepler-447b,0.00013486199729783325,0.00013854643999815957,0.00014236670380155856,0.00014631244163997609,0.00015037489473217216,0.0001545465867226624,0.00015882108616700755,0.00016319282021988346,0.0001676569271118091,0.00017220913831553138,0.00017684568365735362,0.0001815632143210116,0.00018635873992211915,0.00019122957673522583,0.00019617330482648258,0.0002011877323474326,0.0002062708656252574,0.00021142088397413999,0.00021663611837466045,0.0002219150333400263
354,Kepler-1656b,4.9840844612901907e-05,5.1277083202863955e-05,5.2761595334557244e-05,5.4290932133323535e-05,5.586216435941139e-05,5.7472783352268185e-05,5.912062393923731e-05,6.0803803835609045e-05,6.252067556387119e-05,6.426978797451549e-05,6.604985520128356e-05,6.785973142435559e-05,6.969839020883033e-05,7.156490747575445e-05,7.345844737851675e-05,7.537825051913981e-05,7.732362406143544e-05,7.929393339139812e-05,8.128859504707598e-05,8.330707069581466e-05
355,TOI-4010c,8.296418527991705e-05,8.490381824640555e-05,8.693694176005675e-05,8.90553261060119e-05,9.1252057877918e-05,9.352128034604477e-05,9.585799294724602e-05,9.825789482092861e-05,0.00010071726153664243,0.00010323284710050365,0.00010580180540504315,0.0001084216267724748,0.00011109008631593612,0.00011380520162902245,0.00011656519789446453,0.00011936847893573563,0.00012221360306122656,0.00012509926279788866,0.00012802426780044796,0.00013098753036810037
356,HATS-55b,0.00015630096894809486,0.00016121824662970792,0.0001662777401495111,0.00017147050685726602,0.00017678890043211203,0.0001822263286624941,0.00018777706415509912,0.00019343609494581023,0.00019919900551898956,0.0002050618812343959,0.00021102123094252756,0.00021707392385730148,0.0002232171376967941,0.0002294483157984169,0.00023576513143385228,0.00024216545793961648,0.00024864734357569785,0.0002552089902516232,0.00026184873543438306,0.0002685650366885836
357,Kepler-450b,4.92068011317616e-05,5.075289294417818e-05,5.234379650273756e-05,5.397668815240499e-05,5.564915382205169e-05,5.7359112468422485e-05,5.910475625273384e-05,6.088450333083617e-05,6.269696025527747e-05,6.454089177596239e-05,6.641519638942063e-05,6.831888639399045e-05,7.025107150599885e-05,7.221094531195198e-05,7.419777399581191e-05,7.621088690389453e-05,7.824966860367557e-05,8.031355216451553e-05,8.24020134436527e-05,8.451456620377921e-05
358,K2-155c,5.4153500691716855e-05,5.5046284941397864e-05,5.601481715924284e-05,5.7051070903772775e-05,5.8148375493572304e-05,5.930113889009592e-05,6.050463557563604e-05,6.17548424125269e-05,6.304831034899799e-05,6.43820632041613e-05,6.575351712067971e-05,6.716041594373936e-05,6.860077898315352e-05,7.007285848478883e-05,7.157510477500133e-05,7.310613751384772e-05,7.466472184572947e-05,7.624974850219896e-05,7.786021711397738e-05,7.94952221442434e-05
359,WASP-13b,4.676836239519717e-05,4.81749271609498e-05,4.962541248296753e-05,5.111685857903307e-05,5.2646743935113724e-05,5.421290252140459e-05,5.5813459240515966e-05,5.7446779090858076e-05,5.9111426760601017e-05,6.080613423513272e-05,6.252977461956418e-05,6.428134082423742e-05,6.605992808695675e-05,6.786471954584584e-05,6.969497425559434e-05,7.155001717424063e-05,7.342923074952175e-05,7.533204781165598e-05,7.725794553938607e-05,7.920644031260676e-05
360,WASP-58b,6.691827521046839e-05,6.887393483096304e-05,7.089374942738448e-05,7.297321945553219e-05,7.510851962635914e-05,7.729637074811792e-05,7.953393992439088e-05,8.181876205538072e-05,8.414867752070478e-05,8.652178227941024e-05,8.893638758967043e-05,9.139098724739015e-05,9.388423075082325e-05,9.641490117235029e-05,9.898189679681467e-05,0.00010158421579466745,0.00010422094335636099,0.00010689124083517109,0.00010959433653855998,0.00011232951788019347
361,WASP-119b,7.868465379296259e-05,8.091324742367129e-05,8.321901831425571e-05,8.559633114650251e-05,8.80404050865543e-05,9.054715033857668e-05,9.311304103443997e-05,9.573501538524572e-05,9.841039651391952e-05,0.00010113682913856135,0.00010391222852119682,0.00010673473899271916,0.00010960270001722778,0.00011251461823891576,0.00011546914431130096,0.00011846505357600617,0.00012150122986063667,0.0001245766518195963,0.00012769038136033,0.00013084155378932503
362,HAT-P-52b,0.00016114786129685753,0.00016513520559595358,0.00016929698445520416,0.0001736185375479889,0.00017808751879132113,0.00018269344347338241,0.00018742733785577455,0.0001922814652645539,0.0001972491099239679,0.00020232440484187181,0.00020750219363253053,0.00021277791872460641,0.00021814753025875896,0.0002236074113391353,0.0002291543163092551,0.00023478531947429378,0.00024049777225819513,0.0002462892672144266,0.00025215760763894917,0.00025810078178840624
363,WASP-4b,0.00011435253868122858,0.00011748193157726823,0.0001207263479065091,0.0001240770415938449,0.00012752660836549146,0.00013106872743258777,0.00013469796088360793,0.00013840959631317227,0.0001421995222066685,0.00014606412839837787,0.0001500002259081768,0.000154004981890554,0.0001580758664684675,0.00016221060898784126,0.00016640716179501663,0.000170663670063805,0.0001749784465195131,0.00017934995015164932,0.00018377676819471443,0.00018825760080164901
364,HATS-5b,9.657889070364923e-05,9.909225370759061e-05,0.00010170640661026468,0.00010441326716887821,0.0001072060120849896,0.00011007883255069639,0.00011302674477106878,0.00011604544159607861,0.00011913117523998228,0.0001222806637557571,0.0001254910158387152,0.00012875966990145543,0.00013208434435528412,0.00013546299676164275,0.0001388937900568648,0.0001423750644572886,0.00014590531395644596,0.00014948316655785502,0.00015310736756477862,0.000156776765385679
365,Qatar-7b,0.00011194240364711373,0.0001155579562102784,0.0001192735670761488,0.00012308321832808707,0.00012698175216433906,0.0001309647113111374,0.00013502821413520025,0.00013916885595042822,0.0001433836303120694,0.00014766986571560154,0.00015202517427958937,0.00015644740983302506,0.00016093463344347194,0.00016548508487769596,0.00017009715882654203,0.00017476938498199528,0.00017950041124911335,0.00018428898952464607,0.00018913396358933868,0.00019403425875041727
366,WASP-114b,0.00011192793745282842,0.00011528800675265242,0.00011875332660853238,0.00012231678541714267,0.0001259723254626598,0.0001297147437666738,0.00013353953681178834,0.00013744277826657233,0.00014142102180642483,0.00014547122321339893,0.00014959067742715518,0.00015377696729369816,0.00015802792154259057,0.00016234158010136406,0.00016671616528626378,0.00017115005773182717,0.00017564177616694388,0.00018018996033231357,0.00018479335647847788,0.00018945080499545823
367,55Cnce,6.356717411480809e-06,6.518923045822394e-06,6.6878581766641135e-06,6.862972816921008e-06,7.04380311323832e-06,7.229954568809516e-06,7.42108904853863e-06,7.616914610483684e-06,7.817177473108847e-06,8.021655613530538e-06,8.230153623448919e-06,8.44249854375505e-06,8.658536467204807e-06,8.878129748696347e-06,9.101154699826352e-06,9.327499672160565e-06,9.557063454594872e-06,9.789753926106596e-06,1.0025486917405313e-05,1.0264185244419742e-05
368,WASP-160Bb,0.00011596831150933777,0.00011898129463994052,0.00012211544804433444,0.00012536103935448259,0.00012870985288406873,0.00013215489505045237,0.00013569016605932362,0.00013931048113547875,0.00014301132921875126,0.00014678876028685934,0.00015063929476536014,0.00015455985013405776,0.00015854768103616348,0.00016260033007449892,0.00016671558712963845,0.0001708914555214467,0.00017512612370268278,0.00017941794145270238,0.00018376539975359293,0.00018816711369661486
369,WASP-142b,0.00013689641444566077,0.00014105833853764204,0.00014534783785538627,0.00014975645049303436,0.00015427696153901062,0.00015890316811639858,0.0001636296960765052,0.0001684518555682733,0.00017336552618739336,0.00017836706486098106,0.00018345323137302836,0.00018862112769877374,0.00019386814823817643,0.0001991919387187778,0.00020459036204490018,0.00021006146975095327,0.00021560347800545193,0.0002212147473330776,0.00022689376539222728,0.0002326391322774355
370,HATS-29b,9.975218747644573e-05,0.00010258977838752535,0.00010552490024458346,0.00010855046980078688,0.00011166047615922773,0.00011484977582731668,0.00011811393330372427,0.00012144909583330376,0.00012485189408663116,0.0001283193627124398,0.00013184887627022972,0.0001354380971727318,0.00013908493308517614,0.00014278750182962707,0.00014654410228953985,0.00015035319014482685,0.00015421335752133708,0.0001581233158320695,0.00016208188123619375,0.00016608796225711184
371,K2-140b,9.264260025586643e-05,9.52287670193001e-05,9.790677126548303e-05,0.00010066978860246708,0.00010351203470132399,0.00010642856579967593,0.0001094151236490325,0.00011246801378695517,0.00011558400907529661,0.00011876027259281741,0.00012199429549657102,0.00012528384656434292,0.00012862693092928959,0.00013202175610530252,0.0001354667038378786,0.00013896030664223817,0.00014250122813771552,0.00014608824647593466,0.00014972024030516118,0.0001533961768253295
372,WASP-50b,9.35216258619621e-05,9.601818683548595e-05,9.861054691641494e-05,0.00010129122165814735,0.00010405388381330687,0.00010689313958468148,0.00010980435503053918,0.00011278352000990392,0.00011582714054183804,0.0001189321528956887,0.00012209585446255699,0.0001253158477031227,0.00012858999437131584,0.0001319163778772737,0.00013529327214542914,0.00013871911569211562,0.00014219248992543355,0.00014571210088203394,0.00014927676377815582,0.00015288538987799557
373,TOI-431b,1.6445985662361876e-05,1.681511115081827e-05,1.720329936066778e-05,1.7608821768962314e-05,1.8030228669550985e-05,1.8466293890795576e-05,1.8915972155186536e-05,1.9378365845191147e-05,1.985269884877237e-05,2.0338295790640656e-05,2.0834565401490367e-05,2.1340987096126183e-05,2.1857100061636325e-05,2.2382494324956843e-05,2.2916803393297904e-05,2.345969815338135e-05,2.4010881784975806e-05,2.457008549693494e-05,2.5137064934248588e-05,2.5711597135651508e-05
374,TOI-172b,4.821501682409924e-05,4.9579122148010396e-05,5.0990556688024825e-05,5.244585990720246e-05,5.394209619622711e-05,5.547675444354695e-05,5.704766993582928e-05,5.865296301142582e-05,6.029099042226021e-05,6.196030643553184e-05,6.36596314718434e-05,6.53878266271564e-05,6.71438728269538e-05,6.892685365595429e-05,7.073594112589803e-05,7.25703838082575e-05,7.442949688306817e-05,7.63126537498859e-05,7.821927891978355e-05,8.01488419637327e-05
375,TOI-2076c,1.6307109857479696e-05,1.6717533148316415e-05,1.714539282325292e-05,1.758924554443134e-05,1.8047874835892136e-05,1.852024680175195e-05,1.9005475844197082e-05,1.9502797849958207e-05,2.0011549018054775e-05,2.053114899354722e-05,2.1061087320324095e-05,2.1600912475581086e-05,2.2150222929640527e-05,2.2708659807392052e-05,2.3275900825824013e-05,2.3851655255481906e-05,2.4435659709013084e-05,2.5027674602010256e-05,2.5627481163600778e-05,2.6234878899109246e-05
376,WASP-90b,5.9712035246465794e-05,6.165260147483398e-05,6.364632234848576e-05,6.569003570763538e-05,6.778102974953432e-05,6.991695961396027e-05,7.209578208368259e-05,7.431570396417216e-05,7.657514090448795e-05,7.887268426776497e-05,8.120707426561201e-05,8.357717800949556e-05,8.598197145346613e-05,8.84205244402187e-05,9.089198823999528e-05,9.339558510559772e-05,9.593059946848376e-05,9.849637047882256e-05,0.00010109228565256397,0.00010371777543535144
377,TOI-269b,8.898410615343526e-05,8.950241633373046e-05,9.019629731592469e-05,9.104345077102484e-05,9.202558928613875e-05,9.312757734557976e-05,9.43367820670321e-05,9.564257676205744e-05,9.703595726551155e-05,9.850924246172381e-05,0.00010005583836509522,0.00010167005066394089,0.00010334693457218799,0.00010508217365726836,0.00010687198136110345,0.00010871302043274526,0.00011060233660289136,0.00011253730366096251,0.00011451557772130618,0.0001165350589405926
378,HAT-P-50b,7.54893717969102e-05,7.78888892179538e-05,8.035661113402257e-05,8.288832135946562e-05,8.548041161322705e-05,8.812976823641347e-05,9.083368361664176e-05,9.358978624793248e-05,9.639598499929491e-05,9.925042432599893e-05,0.00010215144798748807,0.00010509756943628659,0.00010808744748144011,0.00011111986615456263,0.000114193717948767,0.00011730798978310127,0.00012046175118363927,0.0001236541442783971,0.0001268843752850816,0.0001301517072342373
379,TrES-1b,6.238187868876339e-05,6.397185463627257e-05,6.562792604448221e-05,6.734468520525514e-05,6.911757157531598e-05,7.094270673535367e-05,7.2816766562147e-05,7.473688120621929e-05,7.670055608118637e-05,7.870560889792302e-05,8.07501190707048e-05,8.28323867503518e-05,8.495089941241989e-05,8.710430442186516e-05,8.929138636100044e-05,9.151104818067532e-05,9.376229544062821e-05,9.604422306160732e-05,9.835600413197065e-05,0.00010069688040421111
380,WASP-106b,5.452848321903723e-05,5.619936456738082e-05,5.7920779445759666e-05,5.9689415520661265e-05,6.1502446823294e-05,6.335744227814253e-05,6.525229431338354e-05,6.718516259118023e-05,6.915442924640301e-05,7.115866297395247e-05,7.319658998402998e-05,7.526707033520001e-05,7.736907851330587e-05,7.95016873886066e-05,8.166405488046832e-05,8.3855412807027e-05,8.607505750958697e-05,8.832234192739692e-05,9.059666886464692e-05,9.289748524289089e-05
381,K2-266b,0.000153965869012034,0.0001565521349619548,0.00015935161034815013,0.00016234185876361427,0.00016550422545270993,0.0001688230654937736,0.0001722851527756478,0.00017587922249469808,0.00017959561344223454,0.00018342598570206717,0.00018736309592296552,0.0001914006169719586,0.0001955329921054453,0.00019975531621275983,0.00020406323846027704,0.00020845288197781582,0.00021292077721139535,0.0002174638063072398,0.00022207915645541145,0.00022676428055328035
382,TOI-201b,2.229035201561079e-05,2.3011024997262744e-05,2.3751608475671745e-05,2.4510907086457444e-05,2.5287896215226926e-05,2.6081690325370448e-05,2.6891518171059717e-05,2.7716703208087267e-05,2.8556647971116354e-05,2.941082150806643e-05,3.0278749192883374e-05,3.116000440484263e-05,3.2054201684712674e-05,3.296099106845601e-05,3.3880053366622164e-05,3.481109620842165e-05,3.57538507081139e-05,3.6708068640936944e-05,3.767352003866356e-05,3.864999113263146e-05
383,WASP-88b,4.753120041584482e-05,4.907612462162559e-05,5.066335633094855e-05,5.229037931707353e-05,5.39550356865147e-05,5.565545951173326e-05,5.739002487629028e-05,5.915730480342713e-05,6.0956038491874846e-05,6.278510495614628e-05,6.464350165059931e-05,6.653032700563928e-05,6.844476606003936e-05,7.038607856242025e-05,7.235358905616487e-05,7.434667856846384e-05,7.636477760510726e-05,7.840736021461781e-05,8.047393893320128e-05,8.256406045920527e-05
384,HATS-39b,0.00012711218226558652,0.00013132463123149046,0.00013564880870646116,0.00014007830141461947,0.00014460759878261593,0.00014923192669843887,0.00015394711722945976,0.00015874950552310346,0.00016363584747648453,0.0001686032534332508,0.00017364913436377575,0.0001787711578531727,0.00018396721185801686,0.0001892353746637924,0.0001945738898273276,0.00019998114515410562,0.00020545565496247494,0.0002109960450417182,0.0002166010398307184,0.00022226945143712074
