,Planet Name,Noise Estimate 1.1-1.1425um,Full Phase Curve Noise Estimate 1.1-1.1425um,Noise Estimate 1.1425-1.185um,Full Phase Curve Noise Estimate 1.1425-1.185um,Noise Estimate 1.185-1.2275um,Full Phase Curve Noise Estimate 1.185-1.2275um,Noise Estimate 1.2275-1.27um,Full Phase Curve Noise Estimate 1.2275-1.27um,Noise Estimate 1.27-1.3125um,Full Phase Curve Noise Estimate 1.27-1.3125um,Noise Estimate 1.3125-1.355um,Full Phase Curve Noise Estimate 1.3125-1.355um,Noise Estimate 1.355-1.3975um,Full Phase Curve Noise Estimate 1.355-1.3975um,Noise Estimate 1.3975-1.44um,Full Phase Curve Noise Estimate 1.3975-1.44um,Noise Estimate 1.44-1.4825um,Full Phase Curve Noise Estimate 1.44-1.4825um,Noise Estimate 1.4825-1.525um,Full Phase Curve Noise Estimate 1.4825-1.525um,Noise Estimate 1.525-1.5675um,Full Phase Curve Noise Estimate 1.525-1.5675um,Noise Estimate 1.5675-1.61um,Full Phase Curve Noise Estimate 1.5675-1.61um,Noise Estimate 1.61-1.6525um,Full Phase Curve Noise Estimate 1.61-1.6525um,Noise Estimate 1.6525-1.695um,Full Phase Curve Noise Estimate 1.6525-1.695um,Noise Estimate 1.695-1.7375um,Full Phase Curve Noise Estimate 1.695-1.7375um,Noise Estimate 1.7375-1.78um,Full Phase Curve Noise Estimate 1.7375-1.78um,Noise Estimate 1.78-1.8225um,Full Phase Curve Noise Estimate 1.78-1.8225um,Noise Estimate 1.8225-1.865um,Full Phase Curve Noise Estimate 1.8225-1.865um,Noise Estimate 1.865-1.9075um,Full Phase Curve Noise Estimate 1.865-1.9075um,Noise Estimate 1.9075-1.95um,Full Phase Curve Noise Estimate 1.9075-1.95um
369,WASP-142b,0.00013689641444566077,5.128198278786091e-05,0.00014105833853764204,5.284105736635607e-05,0.00014534783785538627,5.444792217046251e-05,0.00014975645049303436,5.609940733402723e-05,0.00015427696153901062,5.779281012029309e-05,0.00015890316811639858,5.9525806905018e-05,0.0001636296960765052,6.12963845090994e-05,0.0001684518555682733,6.310278609425801e-05,0.00017336552618739336,6.494346813940356e-05,0.00017836706486098106,6.681706593384071e-05,0.00018345323137302836,6.872236567878427e-05,0.00018862112769877374,7.065828176175458e-05,0.00019386814823817643,7.262383811382404e-05,0.0001991919387187778,7.461815281445301e-05,0.00020459036204490018,7.664042529845356e-05,0.00021006146975095327,7.868992566227584e-05,0.00021560347800545193,8.076598567501047e-05,0.0002212147473330776,8.28679911821859e-05,0.00022689376539222728,8.499537565416467e-05,0.0002326391322774355,8.714761468036753e-05
370,HATS-29b,9.975218747644573e-05,2.82429612391831e-05,0.00010258977838752535,2.904637189254049e-05,0.00010552490024458346,2.9877396604261675e-05,0.00010855046980078688,3.073402988583742e-05,0.00011166047615922773,3.1614569864530096e-05,0.00011484977582731668,3.251756025686856e-05,0.00011811393330372427,3.3441745233829976e-05,0.00012144909583330376,3.438603396004494e-05,0.00012485189408663116,3.534947247307182e-05,0.0001283193627124398,3.633122118930846e-05,0.00013184887627022972,3.733053676451196e-05,0.0001354380971727318,3.834675735468366e-05,0.00013908493308517614,3.9379290554470854e-05,0.00014278750182962707,4.042760346048738e-05,0.00014654410228953985,4.1491214433484505e-05,0.00015035319014482685,4.2569686228189926e-05,0.00015421335752133708,4.366262023143954e-05,0.0001581233158320695,4.476965160398877e-05,0.00016208188123619375,4.589044516350697e-05,0.00016608796225711184,4.7024691878863794e-05
371,K2-140b,9.264260025586643e-05,2.4086501431410475e-05,9.52287670193001e-05,2.475888874866269e-05,9.790677126548303e-05,2.5455153241788507e-05,0.00010066978860246708,2.6173520611211125e-05,0.00010351203470132399,2.6912486967287718e-05,0.00010642856579967593,2.767076696246476e-05,0.0001094151236490325,2.844725347854743e-05,0.00011246801378695517,2.9240985978217387e-05,0.00011558400907529661,3.0051125425573323e-05,0.00011876027259281741,3.0876934238689584e-05,0.00012199429549657102,3.17177601339617e-05,0.00012528384656434292,3.2573023007453515e-05,0.00012862693092928959,3.344220420615929e-05,0.00013202175610530252,3.432483769480909e-05,0.0001354667038378786,3.5220502737269646e-05,0.00013896030664223817,3.6128817796600665e-05,0.00014250122813771552,3.704943542211822e-05,0.00014608824647593466,3.798203794082332e-05,0.00014972024030516118,3.8926333808220445e-05,0.0001533961768253295,3.9882054502698696e-05
372,WASP-50b,9.35216258619621e-05,3.0294508995286886e-05,9.601818683548595e-05,3.110322129228367e-05,9.861054691641494e-05,3.1942965844058696e-05,0.00010129122165814735,3.28113182099245e-05,0.00010405388381330687,3.370622880134162e-05,0.00010689313958468148,3.46259504027687e-05,0.00010980435503053918,3.5568981939045966e-05,0.00011278352000990392,3.6534024403117554e-05,0.00011582714054183804,3.7519945987917765e-05,0.0001189321528956887,3.852575425757986e-05,0.00012209585446255699,3.9550573754595e-05,0.0001253158477031227,4.059362784280196e-05,0.00012858999437131584,4.165422387903713e-05,0.0001319163778772737,4.2731741021347644e-05,0.00013529327214542914,4.3825620141175656e-05,0.00013871911569211562,4.493535542630345e-05,0.00014219248992543355,4.606048735151782e-05,0.00014571210088203394,4.720059676259691e-05,0.00014927676377815582,4.8355299871919695e-05,0.00015288538987799557,4.952424400473001e-05
373,TOI-431b,1.6445985662361876e-05,1.108913726645492e-05,1.681511115081827e-05,1.1338029810451722e-05,1.720329936066778e-05,1.1599775894427233e-05,1.7608821768962314e-05,1.187321001643872e-05,1.8030228669550985e-05,1.2157354674083276e-05,1.8466293890795576e-05,1.2451383088967219e-05,1.8915972155186536e-05,1.2754590455308582e-05,1.9378365845191147e-05,1.30663715309384e-05,1.985269884877237e-05,1.3386203001955662e-05,2.0338295790640656e-05,1.3713629478854027e-05,2.0834565401490367e-05,1.4048252282793177e-05,2.1340987096126183e-05,1.4389720395548469e-05,2.1857100061636325e-05,1.4737723101925459e-05,2.2382494324956843e-05,1.50919839668308e-05,2.2916803393297904e-05,1.5452255872886613e-05,2.345969815338135e-05,1.5818316906831343e-05,2.4010881784975806e-05,1.61899669298374e-05,2.457008549693494e-05,1.6567024702423066e-05,2.5137064934248588e-05,1.6949325461812482e-05,2.5711597135651508e-05,1.7336718870523538e-05
374,TOI-172b,4.821501682409924e-05,1.1664934240911233e-05,4.9579122148010396e-05,1.1994960028502518e-05,5.0990556688024825e-05,1.2336436443510006e-05,5.244585990720246e-05,1.2688526258478369e-05,5.394209619622711e-05,1.3050519244688711e-05,5.547675444354695e-05,1.342180787458939e-05,5.704766993582928e-05,1.3801868426727223e-05,5.865296301142582e-05,1.4190246143830168e-05,6.029099042226021e-05,1.4586543465511135e-05,6.196030643553184e-05,1.4990410617381145e-05,6.36596314718434e-05,1.5401538023492525e-05,6.53878266271564e-05,1.5819650142290158e-05,6.71438728269538e-05,1.6244500423259054e-05,6.892685365595429e-05,1.6675867152819137e-05,7.073594112589803e-05,1.7113550011044386e-05,7.25703838082575e-05,1.755736720054184e-05,7.442949688306817e-05,1.8007153038908385e-05,7.63126537498859e-05,1.8462755929121826e-05,7.821927891978355e-05,1.8924036639861013e-05,8.01488419637327e-05,1.9390866841403303e-05
375,TOI-2076c,1.6307109857479696e-05,2.5502644191357702e-06,1.6717533148316415e-05,2.6144504045466312e-06,1.714539282325292e-05,2.6813632612643457e-06,1.758924554443134e-05,2.7507772660788604e-06,1.8047874835892136e-05,2.8225021746499175e-06,1.852024680175195e-05,2.896376296285085e-06,1.9005475844197082e-05,2.9722611325861997e-06,1.9502797849958207e-05,3.0500371840895316e-06,2.0011549018054775e-05,3.1296006391425636e-06,2.053114899354722e-05,3.210860736196144e-06,2.1061087320324095e-05,3.293737645159599e-06,2.1600912475581086e-05,3.378160752505926e-06,2.2150222929640527e-05,3.4640672631194274e-06,2.2708659807392052e-05,3.5514010526204377e-06,2.3275900825824013e-05,3.6401117192575327e-06,2.3851655255481906e-05,3.7301537959313984e-06,2.4435659709013084e-05,3.821486091566498e-06,2.5027674602010256e-05,3.914071137623366e-06,2.5627481163600778e-05,4.007874720585484e-06,2.6234878899109246e-05,4.10286548514579e-06
376,WASP-90b,5.9712035246465794e-05,1.8571556032381568e-05,6.165260147483398e-05,1.917510830280632e-05,6.364632234848576e-05,1.9795192658751033e-05,6.569003570763538e-05,2.043082560957765e-05,6.778102974953432e-05,2.1081163734081632e-05,6.991695961396027e-05,2.1745477737024138e-05,7.209578208368259e-05,2.242313213975955e-05,7.431570396417216e-05,2.311356922536303e-05,7.657514090448795e-05,2.3816296231158585e-05,7.887268426776497e-05,2.4530875044823307e-05,8.120707426561201e-05,2.5256913848684266e-05,8.357717800949556e-05,2.599406029328977e-05,8.598197145346613e-05,2.674199588126065e-05,8.84205244402187e-05,2.750043131633631e-05,9.089198823999528e-05,2.8269102627741164e-05,9.339558510559772e-05,2.9047767921598863e-05,9.593059946848376e-05,2.983620464275411e-05,9.849637047882256e-05,3.0634207254590855e-05,0.00010109228565256397,3.1441585263152394e-05,0.00010371777543535144,3.2258161526416986e-05
377,TOI-269b,8.898410615343526e-05,2.806789080011134e-05,8.950241633373046e-05,2.8231379249565743e-05,9.019629731592469e-05,2.845024727531092e-05,9.104345077102484e-05,2.8717461407098547e-05,9.202558928613875e-05,2.902725332145759e-05,9.312757734557976e-05,2.9374848884895435e-05,9.43367820670321e-05,2.9756263359275625e-05,9.564257676205744e-05,3.01681448119492e-05,9.703595726551155e-05,3.0607653096119835e-05,9.850924246172381e-05,3.107236538904777e-05,0.00010005583836509522,3.1560201776962674e-05,0.00010167005066394089,3.2069366126538464e-05,0.00010334693457218799,3.259829872423166e-05,0.00010508217365726836,3.3145638055461665e-05,0.00010687198136110345,3.3710189741779886e-05,0.00010871302043274526,3.4290901127838864e-05,0.00011060233660289136,3.488684036061721e-05,0.00011253730366096251,3.549717906530799e-05,0.00011451557772130618,3.6121177919695255e-05,0.0001165350589405926,3.675817457882975e-05
378,HAT-P-50b,7.54893717969102e-05,2.7034190688642464e-05,7.78888892179538e-05,2.789350386051161e-05,8.035661113402257e-05,2.877724236909297e-05,8.288832135946562e-05,2.9683896317507666e-05,8.548041161322705e-05,3.061217351116192e-05,8.812976823641347e-05,3.1560958889137095e-05,9.083368361664176e-05,3.252928280355118e-05,9.358978624793248e-05,3.351629597266636e-05,9.639598499929491e-05,3.452124952240125e-05,9.925042432599893e-05,3.554347894662909e-05,0.00010215144798748807,3.6582391113867065e-05,0.00010509756943628659,3.763745366297651e-05,0.00010808744748144011,3.8708186287774624e-05,0.00011111986615456263,3.979415352668003e-05,0.000114193717948767,4.089495876025263e-05,0.00011730798978310127,4.2010239184789256e-05,0.00012046175118363927,4.313966157974571e-05,0.0001236541442783971,4.4282918724724634e-05,0.0001268843752850816,4.5439726351075135e-05,0.0001301517072342373,4.660982053591222e-05
379,TrES-1b,6.238187868876339e-05,2.1502416865224928e-05,6.397185463627257e-05,2.2050465855535016e-05,6.562792604448221e-05,2.2621297297716612e-05,6.734468520525514e-05,2.321304720823641e-05,6.911757157531598e-05,2.382414361291379e-05,7.094270673535367e-05,2.4453249658954986e-05,7.2816766562147e-05,2.5099219553948547e-05,7.473688120621929e-05,2.576106408915172e-05,7.670055608118637e-05,2.6437923405299827e-05,7.870560889792302e-05,2.7129045288905917e-05,8.07501190707048e-05,2.783376773305804e-05,8.28323867503518e-05,2.8551504816548916e-05,8.495089941241989e-05,2.9281735187155735e-05,8.710430442186516e-05,3.0023992604951274e-05,8.929138636100044e-05,3.07778581274746e-05,9.151104818067532e-05,3.1542953612729205e-05,9.376229544062821e-05,3.2318936286988124e-05,9.604422306160732e-05,3.310549417838106e-05,9.835600413197065e-05,3.390234225864002e-05,0.00010069688040421111,3.470921916734547e-05
380,WASP-106b,5.452848321903723e-05,1.4146610764178026e-05,5.619936456738082e-05,1.458009628720628e-05,5.7920779445759666e-05,1.5026691989314284e-05,5.9689415520661265e-05,1.5485538534423783e-05,6.1502446823294e-05,1.5955902766610265e-05,6.335744227814253e-05,1.6437153979185714e-05,6.525229431338354e-05,1.692874539372384e-05,6.718516259118023e-05,1.74301995617149e-05,6.915442924640301e-05,1.7941096751911922e-05,7.115866297395247e-05,1.8461065633316295e-05,7.319658998402998e-05,1.8989775739951104e-05,7.526707033520001e-05,1.9526931330823194e-05,7.736907851330587e-05,2.00722663514093e-05,7.95016873886066e-05,2.0625540271571784e-05,8.166405488046832e-05,2.1186534625909512e-05,8.3855412807027e-05,2.1755050120967314e-05,8.607505750958697e-05,2.233090420287442e-05,8.832234192739692e-05,2.2913929001262e-05,9.059666886464692e-05,2.3503969582484845e-05,9.289748524289089e-05,2.4100882458497134e-05
381,K2-266b,0.000153965869012034,3.756012382363521e-05,0.0001565521349619548,3.819104592307976e-05,0.00015935161034815013,3.8873980672329264e-05,0.00016234185876361427,3.960345468802481e-05,0.00016550422545270993,4.037491712434495e-05,0.0001688230654937736,4.118455138740001e-05,0.0001722851527756478,4.2029130954480977e-05,0.00017587922249469808,4.290590776576085e-05,0.00017959561344223454,4.3812524959962477e-05,0.00018342598570206717,4.474694800640199e-05,0.00018736309592296552,4.570740988248625e-05,0.0001914006169719586,4.669236707795962e-05,0.0001955329921054453,4.7700464019804176e-05,0.00019975531621275983,4.873050410149175e-05,0.00020406323846027704,4.9781425932918516e-05,0.00020845288197781582,5.0852283747824804e-05,0.00021292077721139535,5.194223114513505e-05,0.0002174638063072398,5.305050752138151e-05,0.00022207915645541145,5.417642668883811e-05,0.00022676428055328035,5.531936727933547e-05
382,TOI-201b,2.229035201561079e-05,1.9499382894453484e-06,2.3011024997262744e-05,2.0129820601362607e-06,2.3751608475671745e-05,2.0777675816959463e-06,2.4510907086457444e-05,2.144190284812379e-06,2.5287896215226926e-05,2.2121605372161697e-06,2.6081690325370448e-05,2.2816008730269738e-06,2.6891518171059717e-05,2.352443824410722e-06,2.7716703208087267e-05,2.4246302079389183e-06,2.8556647971116354e-05,2.4981077579256786e-06,2.941082150806643e-05,2.5728300272000013e-06,3.0278749192883374e-05,2.6487554959368324e-06,3.116000440484263e-05,2.7258468437706018e-06,3.2054201684712674e-05,2.8040703511030726e-06,3.296099106845601e-05,2.883395403421015e-06,3.3880053366622164e-05,2.9637940783421084e-06,3.481109620842165e-05,3.045240799554379e-06,3.57538507081139e-05,3.127712045195065e-06,3.6708068640936944e-05,3.2111861008036956e-06,3.767352003866356e-05,3.295642848983681e-06,3.864999113263146e-05,3.3810635894605975e-06
383,WASP-88b,4.753120041584482e-05,1.7295037364744802e-05,4.907612462162559e-05,1.7857184367785143e-05,5.066335633094855e-05,1.843472567705318e-05,5.229037931707353e-05,1.9026745720564425e-05,5.39550356865147e-05,1.9632459311996214e-05,5.565545951173326e-05,2.0251187501811796e-05,5.739002487629028e-05,2.0882338672603712e-05,5.915730480342713e-05,2.1525393594557803e-05,6.0956038491874846e-05,2.2179893503644003e-05,6.278510495614628e-05,2.2845430510187414e-05,6.464350165059931e-05,2.352163982086935e-05,6.653032700563928e-05,2.4208193384226986e-05,6.844476606003936e-05,2.4904794662728223e-05,7.038607856242025e-05,2.5611174303292305e-05,7.235358905616487e-05,2.632708652951702e-05,7.434667856846384e-05,2.7052306117596283e-05,7.636477760510726e-05,2.778662584735569e-05,7.840736021461781e-05,2.852985434238622e-05,8.047393893320128e-05,2.9281814230678306e-05,8.256406045920527e-05,3.0042340570699925e-05
384,HATS-39b,0.00012711218226558652,3.865624923156971e-05,0.00013132463123149046,3.993730250434745e-05,0.00013564880870646116,4.125233367771488e-05,0.00014007830141461947,4.2599392402096056e-05,0.00014460759878261593,4.3976802849942364e-05,0.00014923192669843887,4.538311315990983e-05,0.00015394711722945976,4.681705581664626e-05,0.00015874950552310346,4.827751629712157e-05,0.00016363584747648453,4.976350803303492e-05,0.0001686032534332508,5.127415224727659e-05,0.00017364913436377575,5.280866158671703e-05,0.0001787711578531727,5.436632673766525e-05,0.00018396721185801686,5.594650540387898e-05,0.0001892353746637924,5.754861317028525e-05,0.0001945738898273276,5.9172115882692075e-05,0.00019998114515410562,6.0816523254551465e-05,0.00020545565496247494,6.248138347330559e-05,0.0002109960450417182,6.416627862596576e-05,0.0002166010398307184,6.587082080000017e-05,0.00022226945143712074,6.759464874393702e-05
385,WASP-168b,9.887884041221543e-05,2.3068775793667276e-05,0.0001018796183340831,2.376886767174315e-05,0.00010497265873612946,2.4490484705863897e-05,0.00010815182578962672,2.5232195385944665e-05,0.00011141188860083709,2.5992779326366703e-05,0.00011474835063206529,2.6771187469318374e-05,0.00011815731663383193,2.7566511039610504e-05,0.00012163538780676958,2.8377957085583793e-05,0.00012517957844113598,2.9204829030818628e-05,0.00012878724906321815,3.0046511076959744e-05,0.00013245605238868704,3.0902455594446694e-05,0.0001361838893003343,3.177217285196749e-05,0.0001399688727373258,3.265522259169637e-05,0.00014380929787704161,3.355120707261391e-05,0.0001477036173585305,3.445976529005312e-05,0.00015165042057314833,3.538056814413367e-05,0.0001556484162576815,3.63133143786774e-05,0.00015969641778552853,3.725772714959001e-05,0.0001637933306750182,3.821355111050843e-05,0.00016793814192973743,3.918054992586239e-05
386,HD2685b,3.0411382121879255e-05,9.127388747868038e-06,3.1448707225624575e-05,9.438721834995122e-06,3.2512289570481745e-05,9.75793552571049e-06,3.360070459147937e-05,1.0084602264362825e-05,3.471272442400562e-05,1.041835353111318e-05,3.58472820119931e-05,1.0758869069700125e-05,3.700344293130759e-05,1.1105868430774339e-05,3.818038305479926e-05,1.1459104268495236e-05,3.937737068766266e-05,1.1818356978804458e-05,4.0593752157663e-05,1.2183430374610719e-05,4.182894010019453e-05,1.2554148169776414e-05,4.30824038635522e-05,1.2930351099445307e-05,4.435366159588655e-05,1.3311894545094918e-05,4.564227367619261e-05,1.369864656297478e-05,4.694783722720766e-05,1.4090486237258716e-05,4.826998150511459e-05,1.448730229635337e-05,4.960836400439336e-05,1.4888991943844659e-05,5.096266714950161e-05,1.52954598655696e-05,5.2332595470868774e-05,1.5706617382045533e-05,5.3717873182778254e-05,1.612238172151823e-05
387,K2-237b,6.870226836764719e-05,2.6044987223748778e-05,7.091248374604818e-05,2.6882878499538083e-05,7.318426991148832e-05,2.774411122241337e-05,7.551389812746501e-05,2.862727183068479e-05,7.789817377258735e-05,2.953114924536925e-05,8.033433713160617e-05,3.0454697260131587e-05,8.281998577427775e-05,3.1397005115160084e-05,8.535301322729888e-05,3.235727424773515e-05,8.793156007622092e-05,3.333479975499538e-05,9.055397464558361e-05,3.432895548780067e-05,9.321878112900253e-05,3.5339181968868245e-05,9.592465356462814e-05,3.636497652688535e-05,9.867039443467052e-05,3.740588518360235e-05,0.00010145491695105043,3.8461495938334104e-05,0.00010427723030082533,3.953143317451011e-05,0.00010713642728440516,4.061535297332982e-05,0.00011003167390070353,4.171293916549991e-05,0.00011296220052611386,4.2823899987189604e-05,0.00011592729440581901,4.394796523349089e-05,0.00011892629323159102,4.508488382376632e-05
388,HD149026b,1.336234537024184e-05,4.694771597739957e-06,1.3779088216687498e-05,4.841191438332579e-06,1.420806252488789e-05,4.991908722050183e-06,1.4648488295220014e-05,5.146649401188202e-06,1.5099699093166166e-05,5.3051793283901095e-06,1.55611207827325e-05,5.467296784774789e-06,1.6032254914299066e-05,5.632826643367612e-06,1.651266561983594e-05,5.801615764821363e-06,1.700196917990123e-05,5.973529331850054e-06,1.7499825646511334e-05,6.148447905979827e-06,1.8005932062885594e-05,6.326265045351134e-06,1.8520016934479354e-05,6.5068853621527865e-06,1.9041835688609014e-05,6.690222927391279e-06,1.957116692117492e-05,6.876199952201717e-06,2.0107809274628938e-05,7.0647456909423875e-06,2.0651578825669733e-05,7.255795523378797e-06,2.120230688721554e-05,7.44929018242134e-06,2.1759838149141128e-05,7.645175100885545e-06,2.2324029097644302e-05,7.843399856146956e-06,2.289474666504429e-05,8.043917695756741e-06
389,HAT-P-39b,9.76144072132201e-05,3.5019926174895564e-05,0.00010078675297665422,3.6158029838159526e-05,0.00010404599343675328,3.732730764824332e-05,0.00010738695924446181,3.852590506105389e-05,0.00011080521727307961,3.9752231657981956e-05,0.0001142969342561696,4.100491222494318e-05,0.00011785877003897147,4.22827484554943e-05,0.00012148779319199608,4.3584688676555203e-05,0.00012518141369336112,4.4909803697674404e-05,0.0001289373287702338,4.625726738122628e-05,0.00013275347898021673,4.76263408862674e-05,0.0001366280123307898,4.901635979610784e-05,0.0001405592547601344,5.042672352807771e-05,0.00014454568569114117,5.1856886563337845e-05,0.00014858591766059835,5.330635113869287e-05,0.000152678679244221,5.4774661120813044e-05,0.0001568228006644462,5.6261396842918975e-05,0.00016101720159526878,5.7766170729671905e-05,0.0001652608807767713,5.928862357130563e-05,0.00016955290712846615,6.082842133546912e-05
390,TOI-270c,3.70836930166333e-05,9.621454637429627e-06,3.72944548921712e-05,9.676137320297215e-06,3.757871362060846e-05,9.749888940981966e-06,3.79271175374393e-05,9.840283187309784e-06,3.833199834428954e-05,9.945330500556827e-06,3.878701037483586e-05,1.0063384482112077e-05,3.9286857988920535e-05,1.0193071165215241e-05,3.9827087164711995e-05,1.0333234943034299e-05,4.04039244550178e-05,1.0482896785487955e-05,4.101415130184733e-05,1.064122162985226e-05,4.165500503673828e-05,1.0807492695053747e-05,4.232410022750866e-05,1.0981091074892347e-05,4.301936568605079e-05,1.1161479394559818e-05,4.373899363824232e-05,1.1348188622649144e-05,4.44813984176834e-05,1.1540807354143857e-05,4.524518267576386e-05,1.1738973043537517e-05,4.602910956746977e-05,1.1942364788373357e-05,4.6832079721104645e-05,1.215069735398225e-05,4.765311206291313e-05,1.236371619838455e-05,4.849132776724421e-05,1.2581193308120769e-05
391,HAT-P-30b,5.711477064935563e-05,1.679686494260794e-05,5.893688871467946e-05,1.733273107154031e-05,6.081048194060527e-05,1.7883735514269625e-05,6.273238789656061e-05,1.8448948232583152e-05,6.469989922969502e-05,1.902757302193231e-05,6.671067894429653e-05,1.9618922595982966e-05,6.876269414592664e-05,2.0222399101448867e-05,7.085416371550507e-05,2.0837478729579698e-05,7.298351660618555e-05,2.1463699451702396e-05,7.514935832266243e-05,2.2100651161130972e-05,7.735044376238316e-05,2.274796768604723e-05,7.958565504661559e-05,2.3405320269846302e-05,8.185398329742607e-05,2.4072412211933887e-05,8.415451355911438e-05,2.4748974433275783e-05,8.648641224365472e-05,2.5434761784231576e-05,8.884891661597785e-05,2.6129549952284562e-05,9.124132593848221e-05,2.683313285773383e-05,9.366299397342555e-05,2.7545320448724933e-05,9.611332260303796e-05,2.8265936824990983e-05,9.859175637472822e-05,2.8994818633654067e-05
392,LP791-18b,0.0003184676495745519,8.7023991501793e-05,0.00031659186600174993,8.651141770060223e-05,0.00031561363396073446,8.62441074826324e-05,0.00031540401959586283,8.618682857618269e-05,0.00031585860642795307,8.631104829101242e-05,0.00031689200322583224,8.659343274757104e-05,0.0003184337469538569,8.701472732259242e-05,0.00032042520843322543,8.755891109475338e-05,0.00032281722849949096,8.8212550904627e-05,0.0003255682930277216,8.896430266479938e-05,0.000328643110097611,8.980452255814518e-05,0.00033201149051358147,9.07249611304329e-05,0.0003356474594711592,9.171852054561285e-05,0.0003395285460093637,9.277906042264475e-05,0.00034363521041373555,9.390124136850912e-05,0.00034795037954597335,9.508039800308197e-05,0.00035245906726722744,9.631243523657437e-05,0.0003571480624435489,9.759374301436995e-05,0.00036200567099608285,9.892112583004834e-05,0.00036702150145182606,0.0001002917441253074
393,HAT-P-12b,9.447957964511819e-05,2.727834935570059e-05,9.642767712820811e-05,2.7840808290449185e-05,9.849163315414023e-05,2.8436718155222688e-05,0.00010066036529316436,2.9062879206843042e-05,0.00010292460651386816,2.9716615847881617e-05,0.00010527654169135274,3.0395671678510526e-05,0.00010770952790908681,3.109812874144671e-05,0.00011021787695454509,3.1822344723620425e-05,0.0001127966845169442,3.2566903641774756e-05,0.00011544169483480952,3.333057676321726e-05,0.00011814919252377147,3.411229137410643e-05,0.00012091591544013281,3.49111056212317e-05,0.00012373898396791222,3.572618809561514e-05,0.00012661584323388824,3.655680114871347e-05,0.0001295442155777517,3.7402287169497294e-05,0.000132522061216161,3.826205722729174e-05,0.0001355475454985943,3.913558161781501e-05,0.00013861901150035843,4.0022381950172415e-05,0.00014173495696330346,4.0922024489129426e-05,0.00014489401479867345,4.183411452585239e-05
394,TOI-421c,3.061320230232065e-05,4.398892416213538e-06,3.141444324502698e-05,4.51402485716577e-06,3.2247499215618616e-05,4.633728884046981e-06,3.310983350355874e-05,4.757639990176938e-06,3.399930389261774e-05,4.885450354811073e-06,3.491408613169468e-05,5.016897846459386e-06,3.5852614604101324e-05,5.15175749749815e-06,3.681353586005086e-05,5.2898348271296985e-06,3.779567187840497e-05,5.430960562365197e-06,3.8797990764323666e-05,5.574986427492058e-06,3.981958318543315e-05,5.721781758124263e-06,4.085964327685587e-05,5.871230757395371e-06,4.191745305596717e-05,6.023230256473468e-06,4.299236961557084e-05,6.17768787431453e-06,4.408381453304678e-05,6.334520495834682e-06,4.5191265059335335e-05,6.49365300583195e-06,4.631424674697112e-05,6.655017229688833e-06,4.745232724893006e-05,6.81855104231216e-06,4.860511107571938e-05,6.984197614765403e-06,4.9772235141145986e-05,7.151904774228306e-06
395,TOI-700c,7.238831830950476e-05,7.553647918711e-06,7.27412369507335e-05,7.59047462255006e-06,7.324133558463855e-05,7.642659410004242e-06,7.386969285498577e-05,7.708227856657075e-06,7.46108075654185e-05,7.785562428321678e-06,7.54518633644758e-05,7.873325751664896e-06,7.638217358357141e-05,7.970402683611035e-06,7.739275718357386e-05,8.07585606179567e-06,7.847601134346957e-05,8.188892539523277e-06,7.962545613263487e-05,8.308835942576634e-06,8.08355335425291e-05,8.435106298376935e-06,8.210144793277252e-05,8.567203186693143e-06,8.34190383315615e-05,8.70469241431924e-06,8.478467545659924e-05,8.847195269312367e-06,8.619517808128706e-05,8.99437979388932e-06,8.764774465889342e-05,9.14595364947763e-06,8.913989707008517e-05,9.301658246827259e-06,9.066943407034038e-05,9.461263888295133e-06,9.223439254929563e-05,9.624565725297159e-06,9.383301512065205e-05,9.791380376347636e-06
396,TOI-451d,3.858342689468671e-05,6.720946603243352e-06,3.965186424016444e-05,6.907060459004977e-06,4.075877623572315e-05,7.099876313256225e-06,4.190127668286108e-05,7.2988914116391295e-06,4.307692045448568e-05,7.503679831161622e-06,4.4283618765038396e-05,7.713877720882134e-06,4.55195733383594e-05,7.929171834440225e-06,4.6783224740786754e-05,8.14929053006592e-06,4.807321145064649e-05,8.373996640788674e-06,4.9388337149620995e-05,8.603081776836503e-06,5.0727544371161386e-05,8.836361735384983e-06,5.208989310835362e-05,9.073672774206316e-06,5.347454332352847e-05,9.314868564973184e-06,5.488074055174e-05,9.559817685491558e-06,5.630780397574351e-05,9.80840154245036e-06,5.775511648909987e-05,1.0060512640487989e-05,5.922211636913159e-05,1.0316053131683067e-05,6.070829026154661e-05,1.0574933593527973e-05,6.221316724009284e-05,1.0837071994164754e-05,6.373631375222142e-05,1.110239281195718e-05
